id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,test,TripEasier
27,50,Company Invited,1,6.734591659972948,Salaried,male,1.0,3.0,Standard,3.0,2.0,0,3,Senior Manager,12.818392018639724,0,Single,Has Car,0_child,50s,0,3.0,49.99172887269492,0,2.0,16.0
28,52,Self Enquiry,1,6.928537818164665,Salaried,male,1.0,3.0,Deluxe,3.0,4.0,0,3,AVP,13.031138043246484,0,Married,Has Car,0_child,50s,0,3.0,50.82143836866129,0,2.0,8.0
29,22,Self Enquiry,2,6.398594934535208,Salaried,male,1.0,3.0,Basic,3.0,1.0,0,4,Executive,12.46414308934512,1,Single,No Car,0_child,20s,0,3.0,32.40677203229731,0,2.0,48.0
30,36,Company Invited,2,6.803505257608338,Salaried,female,1.0,3.0,Deluxe,3.0,1.0,1,3,Manager,12.665650237042165,0,Married,No Car,0_child,30s,0,13.0,25.33130047408433,0,2.0,8.0
31,52,Self Enquiry,3,7.560601162768557,Salaried,female,1.0,3.0,Deluxe,3.0,2.0,1,5,AVP,13.122365377402328,0,Divorced,Has Car,0_child,50s,0,13.0,13.122365377402328,0,2.0,8.0
32,46,Company Invited,3,6.175867270105761,Salaried,male,1.0,3.0,Standard,3.0,5.0,1,4,Senior Manager,12.7931118089004,0,Single,Has Car,0_child,40s,0,13.0,16.63104535157052,0,2.0,16.0
33,30,Company Invited,2,6.803505257608338,Salaried,female,1.0,3.0,Standard,3.0,2.0,1,3,Senior Manager,12.923914877701906,0,Married,No Car,0_child,30s,0,13.0,25.84782975540381,0,2.0,8.0
34,28,Self Enquiry,1,6.293419278846481,Salaried,female,1.0,3.0,Basic,3.0,5.0,1,3,Executive,12.506180941677355,0,Single,No Car,0_child,20s,0,13.0,37.518542825032064,0,2.0,48.0
35,25,Self Enquiry,2,6.734591659972948,Salaried,male,1.0,3.0,Basic,3.0,2.0,1,4,Executive,12.45060971486532,1,Single,Has Car,0_child,20s,0,13.0,32.37158525864984,0,2.0,48.0
36,51,Company Invited,1,7.353081920515432,Small Business,female,1.0,4.0,Deluxe,3.0,1.0,0,2,AVP,13.092019627171702,0,Single,Has Car,0_child,50s,0,4.0,39.27605888151511,0,2.0,16.0
37,50,Self Enquiry,3,6.660575149839686,Salaried,female,1.0,4.0,Standard,4.0,5.0,0,1,Senior Manager,12.821260987319455,0,Single,No Car,0_child,50s,0,4.0,12.821260987319455,0,2.0,16.0
38,48,Company Invited,1,6.580639137284949,Salaried,female,1.0,4.0,Standard,3.0,2.0,0,1,Senior Manager,12.903649998369437,0,Single,Has Car,0_child,40s,0,4.0,38.71094999510831,0,2.0,16.0
39,50,Company Invited,1,6.175867270105761,Small Business,female,1.0,5.0,Standard,3.0,4.0,0,3,Senior Manager,13.07527386630434,0,Married,Has Car,0_child,50s,0,5.0,39.225821598913015,0,2.0,8.0
40,38,Company Invited,2,6.734591659972948,Salaried,male,1.0,3.0,Standard,3.0,1.0,0,2,Senior Manager,12.843207519923666,1,Married,No Car,0_child,30s,0,3.0,33.392339551801534,0,2.0,8.0
41,33,Self Enquiry,2,6.734591659972948,Large Business,female,1.0,3.0,Basic,3.0,8.0,0,2,Executive,12.423161906559136,1,Single,Has Car,0_child,30s,0,3.0,24.84632381311827,0,2.0,48.0
42,42,Company Invited,2,6.398594934535208,Salaried,male,1.0,3.0,Deluxe,3.0,2.0,0,2,Manager,12.500386429492476,0,Married,No Car,0_child,40s,0,3.0,32.50100471668044,0,2.0,8.0
43,50,Company Invited,2,7.13966033596492,Salaried,male,1.0,3.0,Standard,3.0,1.0,0,2,Senior Manager,12.80100317659188,0,Single,No Car,0_child,50s,0,3.0,33.28260825913889,0,2.0,16.0
44,33,No,1,7.0,Salaried,female,1.0,3.0,Deluxe,3.0,1.0,0,1,Manager,12.549931817156793,0,Married,No Car,0_child,30s,1,3.0,37.64979545147038,0,2.0,8.0
45,35,Company Invited,1,6.660575149839686,Large Business,female,1.0,3.0,Standard,4.0,1.0,0,1,Senior Manager,12.784821368781037,0,Married,Has Car,0_child,30s,0,3.0,38.35446410634311,0,2.0,8.0
46,59,Company Invited,2,6.175867270105761,Small Business,male,1.0,3.0,Standard,3.0,1.0,0,2,Senior Manager,12.80760057641521,0,Married,No Car,0_child,50s,0,3.0,33.299761498679544,0,2.0,8.0
47,43,Company Invited,2,6.734591659972948,Small Business,male,1.0,3.0,Standard,3.0,5.0,0,2,Manager,12.76657661034828,0,Married,Has Car,0_child,40s,0,3.0,33.19309918690553,0,2.0,8.0
48,32,Company Invited,2,7.313886831633462,Salaried,male,1.0,4.0,Standard,3.0,3.0,0,2,Senior Manager,12.970542315242756,1,Single,No Car,0_child,30s,0,4.0,33.72341001963117,0,2.0,16.0
49,47,Self Enquiry,1,6.803505257608338,Small Business,female,1.0,3.0,Basic,3.0,1.0,0,1,Executive,12.515305815812251,0,Divorced,No Car,0_child,40s,0,3.0,37.54591744743675,0,2.0,24.0
50,42,Company Invited,2,6.8679744089702925,Small Business,male,1.0,3.0,Basic,3.0,2.0,0,1,Executive,12.520302924964854,0,Divorced,No Car,0_child,40s,0,3.0,32.55278760490862,0,2.0,24.0
51,53,Self Enquiry,1,6.580639137284949,Salaried,male,1.0,3.0,Standard,3.0,1.0,0,1,Senior Manager,12.827054964872984,0,Single,Has Car,0_child,50s,0,3.0,50.02551436300464,0,2.0,16.0
52,56,Self Enquiry,1,6.493753839851686,Salaried,male,1.0,3.0,Deluxe,4.0,20.0,0,1,AVP,13.044652615297654,0,Married,Has Car,0_child,50s,0,3.0,50.87414519966086,0,2.0,8.0
53,33,Company Invited,1,6.493753839851686,Salaried,male,1.0,3.0,Standard,3.0,5.0,0,2,Senior Manager,12.75330059143718,0,Single,No Car,0_child,30s,0,3.0,49.737872306605,0,2.0,16.0
54,58,Company Invited,1,6.734591659972948,Salaried,female,1.0,3.0,Deluxe,3.0,4.0,0,1,Manager,12.892311015122338,0,Single,No Car,0_child,50s,0,3.0,38.676933045367015,0,2.0,16.0
55,33,Company Invited,2,6.8679744089702925,Salaried,female,1.0,3.0,Deluxe,3.0,5.0,0,2,Manager,12.604365427221907,0,Married,Has Car,0_child,30s,0,3.0,25.20873085444381,0,2.0,8.0
56,32,Company Invited,1,6.293419278846481,Small Business,male,1.0,3.0,Basic,3.0,4.0,0,1,Executive,12.505791978592455,0,Single,Has Car,0_child,30s,0,3.0,48.772588716510576,0,2.0,48.0
57,50,Company Invited,2,6.8679744089702925,Salaried,male,1.0,3.0,Standard,4.0,5.0,1,1,Senior Manager,12.96465872301773,1,Married,Has Car,0_child,50s,0,13.0,33.708112679846096,0,2.0,8.0
58,40,Company Invited,1,6.734591659972948,Salaried,female,1.0,3.0,Standard,3.0,2.0,1,1,Senior Manager,12.9434304726383,0,Single,Has Car,0_child,40s,0,13.0,38.8302914179149,0,2.0,16.0
59,26,Company Invited,2,6.928537818164665,Large Business,male,1.0,3.0,Basic,3.0,2.0,1,2,Executive,12.486034997466737,1,Single,No Car,0_child,20s,0,13.0,32.463690993413515,0,2.0,48.0
60,47,Self Enquiry,2,6.803505257608338,Small Business,male,1.0,3.0,Standard,3.0,8.0,1,1,Senior Manager,12.937348597137708,0,Single,No Car,0_child,40s,0,13.0,33.63710635255804,0,2.0,16.0
61,47,Company Invited,2,6.398594934535208,Large Business,male,1.0,3.0,Basic,3.0,1.0,1,2,Executive,12.464258963752842,1,Divorced,Has Car,0_child,40s,0,13.0,32.40707330575739,0,2.0,24.0
62,52,Company Invited,2,6.8679744089702925,Salaried,female,1.0,3.0,Deluxe,4.0,5.0,0,1,AVP,13.137982757305284,0,Single,Has Car,0_child,50s,0,3.0,26.27596551461057,0,2.0,16.0
63,29,Company Invited,2,6.660575149839686,Small Business,male,1.0,5.0,Deluxe,3.0,7.0,0,1,Manager,12.624654682684875,0,Divorced,No Car,0_child,20s,0,5.0,32.82410217498068,0,2.0,8.0
64,44,Self Enquiry,2,6.042632833682381,Small Business,male,1.0,5.0,Deluxe,3.0,1.0,0,2,Manager,12.64318498847234,0,Married,No Car,0_child,40s,0,5.0,32.872280970028086,0,2.0,8.0
65,54,Company Invited,1,6.580639137284949,Small Business,male,2.0,4.0,Standard,3.0,2.0,0,1,Senior Manager,12.899222326086994,0,Divorced,Has Car,0_child,50s,0,8.0,50.30696707173928,0,2.0,6.0
66,51,Company Invited,2,6.042632833682381,Salaried,male,2.0,4.0,Super Deluxe,3.0,3.0,0,2,AVP,13.080730637652293,0,Married,Has Car,0_child,50s,0,8.0,34.009899657895964,0,2.0,0.006
67,59,Company Invited,1,6.660575149839686,Salaried,male,2.0,4.0,Deluxe,3.0,4.0,0,1,AVP,13.04559247819008,0,Married,Has Car,0_child,50s,0,8.0,50.87781066494132,0,2.0,6.0
68,25,Company Invited,1,6.042632833682381,Small Business,male,2.0,4.0,Basic,3.0,8.0,0,2,Executive,12.508899455308407,0,Single,No Car,0_child,20s,0,8.0,48.78470787570279,0,2.0,36.0
69,29,Company Invited,1,6.803505257608338,Salaried,female,2.0,4.0,Basic,3.0,5.0,0,2,Executive,12.483196677510696,0,Divorced,No Car,0_child,20s,0,8.0,37.449590032532086,0,2.0,18.0
70,21,Self Enquiry,2,6.660575149839686,Small Business,female,2.0,4.0,Basic,3.0,3.0,0,2,Executive,12.66593439432829,1,Married,No Car,0_child,20s,0,8.0,25.33186878865658,0,2.0,18.0
71,56,Self Enquiry,1,6.398594934535208,Small Business,male,2.0,4.0,Deluxe,3.0,6.0,0,1,AVP,12.899222326086994,0,Married,Has Car,0_child,50s,0,8.0,50.30696707173928,0,2.0,6.0
72,50,Self Enquiry,3,5.8888779583328805,Small Business,male,2.0,4.0,Standard,3.0,4.0,0,2,Senior Manager,12.790899378597398,0,Single,Has Car,0_child,50s,0,8.0,16.628169192176617,0,2.0,12.0
73,57,Company Invited,1,6.175867270105761,Small Business,female,2.0,4.0,Basic,3.0,2.0,0,2,Executive,12.479951135380311,0,Single,Has Car,0_child,50s,0,8.0,37.43985340614093,0,2.0,36.0
74,37,Company Invited,1,6.660575149839686,Large Business,male,2.0,4.0,Basic,4.0,7.0,0,2,Executive,12.520522006212012,1,Divorced,No Car,0_child,30s,0,8.0,48.83003582422685,0,2.0,18.0
75,20,Self Enquiry,1,6.660575149839686,Salaried,male,2.0,4.0,Basic,3.0,2.0,0,2,Executive,12.457982452093804,0,Divorced,No Car,0_child,20s,0,8.0,48.58613156316584,0,2.0,18.0
76,53,Company Invited,2,6.734591659972948,Small Business,male,2.0,4.0,Standard,4.0,5.0,0,2,Senior Manager,12.9904215778499,0,Single,Has Car,0_child,50s,0,8.0,33.77509610240974,0,2.0,12.0
77,30,Company Invited,1,6.175867270105761,Small Business,male,2.0,4.0,Basic,3.0,8.0,0,1,Executive,12.496803814758204,0,Divorced,Has Car,0_child,30s,0,8.0,48.737534877557,0,2.0,18.0
78,35,Company Invited,3,6.580639137284949,Salaried,male,2.0,4.0,Standard,4.0,1.0,0,2,Senior Manager,12.99045580852127,0,Divorced,Has Car,0_child,30s,0,8.0,16.887592551077653,0,2.0,6.0
79,36,Company Invited,1,6.493753839851686,Small Business,male,2.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,12.826167834653992,0,Divorced,Has Car,0_child,30s,0,8.0,50.02205455515057,0,2.0,6.0
80,36,Company Invited,3,6.985641817639208,Small Business,female,2.0,5.0,Standard,3.0,1.0,0,1,Senior Manager,12.611541086966117,0,Divorced,No Car,0_child,30s,0,10.0,12.611541086966117,0,2.0,6.0
81,38,Self Enquiry,2,5.707110264748875,Salaried,male,2.0,4.0,Standard,3.0,5.0,0,2,Senior Manager,12.923914877701906,0,Divorced,No Car,0_child,30s,0,8.0,33.60217868202496,0,2.0,6.0
82,49,Self Enquiry,3,6.803505257608338,Small Business,female,2.0,4.0,Standard,4.0,2.0,0,1,Senior Manager,12.821260987319455,0,Married,Has Car,0_child,40s,0,8.0,12.821260987319455,0,2.0,6.0
83,37,Self Enquiry,1,7.528869256642251,Large Business,male,2.0,4.0,Standard,3.0,2.0,0,1,Senior Manager,12.88335971684618,0,Single,No Car,0_child,30s,0,8.0,50.2451028957001,0,2.0,12.0
84,50,Self Enquiry,2,6.734591659972948,Small Business,female,2.0,4.0,Basic,3.0,5.0,1,2,Executive,12.482684923262866,1,Single,No Car,0_child,50s,0,18.0,24.96536984652573,0,2.0,36.0
85,51,Self Enquiry,2,6.398594934535208,Salaried,male,2.0,4.0,Standard,3.0,3.0,1,2,Senior Manager,12.812847335877953,0,Single,Has Car,0_child,50s,0,18.0,33.31340307328268,0,2.0,12.0
86,43,Self Enquiry,2,6.493753839851686,Small Business,male,2.0,4.0,Basic,3.0,5.0,1,2,Executive,12.478238714969924,1,Divorced,No Car,0_child,40s,0,18.0,32.4434206589218,0,2.0,18.0
87,40,Self Enquiry,2,6.803505257608338,Small Business,female,2.0,4.0,Deluxe,3.0,2.0,1,1,Manager,12.989736718242176,0,Divorced,No Car,0_child,40s,0,18.0,25.97947343648435,0,2.0,6.0
88,34,Self Enquiry,1,6.293419278846481,Large Business,male,1.0,3.0,Basic,3.0,1.0,0,3,Executive,12.503343597380802,0,Married,No Car,0_child,30s,0,3.0,48.76304002978512,0,2.0,24.0
89,54,Self Enquiry,2,6.8679744089702925,Small Business,male,1.0,1.0,Deluxe,4.0,4.0,1,4,AVP,12.968305026647943,0,Married,Has Car,0_child,50s,0,11.0,33.71759306928465,0,2.0,8.0
90,30,Company Invited,2,6.803505257608338,Large Business,female,1.0,4.0,Basic,3.0,4.0,0,3,Executive,12.403040585154235,1,Single,No Car,0_child,30s,0,4.0,24.80608117030847,0,2.0,48.0
91,26,Company Invited,2,6.928537818164665,Salaried,female,1.0,3.0,Basic,3.0,2.0,0,4,Executive,12.454712388917288,0,Single,No Car,0_child,20s,0,3.0,24.909424777834577,0,2.0,48.0
92,40,Company Invited,1,7.2305631534092925,Salaried,male,1.0,3.0,Basic,3.0,1.0,0,5,Executive,12.438615881070016,0,Married,Has Car,0_child,40s,0,3.0,48.51060193617307,0,2.0,24.0
93,31,Company Invited,3,6.734591659972948,Salaried,female,1.0,3.0,Basic,3.0,2.0,0,3,Executive,12.468440756144114,0,Divorced,Has Car,0_child,30s,0,3.0,12.468440756144114,0,2.0,24.0
94,27,Company Invited,2,6.803505257608338,Salaried,female,1.0,1.0,Basic,3.0,8.0,0,3,Executive,12.456407149397496,0,Married,Has Car,0_child,20s,0,1.0,24.91281429879499,0,2.0,24.0
95,40,Self Enquiry,1,6.493753839851686,Salaried,female,1.0,2.0,Deluxe,3.0,1.0,0,3,Manager,12.711431352903343,0,Single,No Car,0_child,40s,0,2.0,38.134294058710026,0,2.0,16.0
96,40,Company Invited,1,6.928537818164665,Salaried,female,1.0,3.0,Deluxe,3.0,6.0,1,4,Manager,12.509397971770698,1,Married,No Car,0_child,40s,0,13.0,37.528193915312094,0,2.0,8.0
97,33,Self Enquiry,2,6.293419278846481,Small Business,male,2.0,4.0,Basic,3.0,1.0,0,4,Executive,12.676079399771028,1,Single,Has Car,0_child,30s,0,8.0,32.95780643940468,0,2.0,36.0
98,20,Self Enquiry,2,7.650168700845001,Small Business,male,2.0,4.0,Basic,3.0,3.0,0,3,Executive,12.47801017053037,1,Married,No Car,0_child,20s,0,8.0,32.44282644337896,0,2.0,18.0
99,58,Company Invited,2,6.803505257608338,Small Business,female,2.0,4.0,Basic,3.0,2.0,0,3,Executive,12.494220859321198,0,Divorced,No Car,0_child,50s,0,8.0,24.988441718642395,0,2.0,18.0
100,33,Self Enquiry,1,6.928537818164665,Small Business,female,2.0,4.0,Basic,4.0,2.0,1,3,Executive,12.513487489897129,1,Single,No Car,0_child,30s,0,18.0,37.54046246969138,0,2.0,36.0
101,20,Company Invited,2,6.493753839851686,Small Business,male,2.0,4.0,Basic,3.0,2.0,1,4,Executive,12.611541086966117,1,Single,Has Car,0_child,20s,0,18.0,32.790006826111906,0,2.0,36.0
102,32,Self Enquiry,2,7.427144133408616,Small Business,male,2.0,4.0,Basic,3.0,5.0,1,4,Executive,12.76567700482886,1,Divorced,Has Car,0_child,30s,0,18.0,33.190760212555034,0,2.0,18.0
103,34,Self Enquiry,2,7.090909822079984,Salaried,female,2.0,4.0,Basic,3.0,7.0,0,4,Executive,12.507679812253878,1,Divorced,No Car,0_child,30s,0,8.0,25.01535962450776,0,2.0,18.0
104,20,Company Invited,2,6.803505257608338,Salaried,female,2.0,4.0,Basic,3.0,7.0,0,3,Executive,12.594954339111958,1,Single,Has Car,0_child,20s,0,8.0,25.189908678223915,0,2.0,36.0
105,51,Self Enquiry,2,6.803505257608338,Small Business,female,1.0,4.0,Basic,3.0,8.0,0,2,Executive,12.522327597468143,0,Divorced,Has Car,0_child,50s,0,4.0,25.044655194936286,0,2.0,24.0
106,40,Company Invited,2,6.042632833682381,Salaried,male,1.0,4.0,Deluxe,3.0,5.0,0,2,AVP,12.543262481758047,0,Divorced,Has Car,0_child,40s,0,4.0,32.61248245257092,0,2.0,8.0
107,26,Company Invited,3,6.493753839851686,Salaried,male,1.0,4.0,Standard,3.0,3.0,1,2,Senior Manager,12.821260987319455,1,Married,Has Car,0_child,20s,0,14.0,16.667639283515292,0,2.0,8.0
108,22,Company Invited,2,6.293419278846481,Large Business,male,1.0,4.0,Basic,3.0,2.0,1,2,Executive,12.447197558800106,1,Single,Has Car,0_child,20s,0,14.0,32.362713652880274,0,2.0,48.0
109,46,Self Enquiry,1,6.398594934535208,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,0,2,Manager,13.0,0,Married,No Car,0_child,40s,0,6.0,50.7,0,2.0,6.0
110,21,Self Enquiry,1,6.293419278846481,Small Business,female,2.0,3.0,Basic,3.0,3.0,0,1,Executive,12.46228727043525,0,Single,Has Car,0_child,20s,0,6.0,37.38686181130575,0,2.0,36.0
111,24,Company Invited,2,6.734591659972948,Salaried,male,2.0,3.0,Standard,3.0,3.0,0,2,Senior Manager,12.749561955131965,1,Single,Has Car,0_child,20s,0,6.0,33.14886108334311,0,2.0,12.0
112,45,Self Enquiry,2,6.580639137284949,Salaried,male,2.0,3.0,Deluxe,3.0,5.0,0,2,Manager,12.706850963741102,0,Divorced,Has Car,0_child,40s,0,6.0,33.03781250572687,0,2.0,6.0
113,33,Self Enquiry,1,6.042632833682381,Small Business,female,2.0,3.0,Basic,3.0,4.0,0,1,Executive,12.445900240920777,0,Divorced,Has Car,0_child,30s,0,6.0,37.33770072276233,0,2.0,18.0
114,33,Company Invited,1,6.8679744089702925,Salaried,male,2.0,3.0,Deluxe,3.0,2.0,0,2,Manager,12.57238450487595,0,Divorced,Has Car,0_child,30s,0,6.0,49.03229956901621,0,2.0,6.0
115,56,Company Invited,2,6.803505257608338,Salaried,female,2.0,3.0,Deluxe,3.0,2.0,0,2,AVP,13.122365377402328,0,Married,Has Car,0_child,50s,0,6.0,26.244730754804657,0,2.0,6.0
116,36,Self Enquiry,1,6.660575149839686,Salaried,female,2.0,3.0,Standard,3.0,8.0,0,2,Senior Manager,13.122365377402328,0,Married,Has Car,0_child,30s,0,6.0,39.36709613220698,0,2.0,6.0
117,41,Company Invited,1,6.928537818164665,Salaried,male,2.0,3.0,Deluxe,4.0,3.0,0,2,AVP,12.933297528916942,0,Single,Has Car,0_child,40s,0,6.0,50.43986036277608,0,2.0,12.0
118,50,Self Enquiry,2,5.8888779583328805,Small Business,male,2.0,3.0,Deluxe,4.0,1.0,0,2,AVP,13.03898394237596,0,Divorced,Has Car,0_child,50s,0,6.0,33.901358250177495,0,2.0,6.0
119,31,Self Enquiry,1,6.928537818164665,Large Business,female,2.0,4.0,Basic,3.0,5.0,0,1,Executive,12.458157332641122,0,Single,No Car,0_child,30s,0,8.0,37.374471997923365,0,2.0,36.0
120,22,Company Invited,3,6.8679744089702925,Salaried,female,2.0,3.0,Basic,3.0,2.0,0,1,Executive,12.45060971486532,0,Single,Has Car,0_child,20s,0,6.0,12.45060971486532,0,2.0,36.0
121,38,Company Invited,2,6.8679744089702925,Small Business,female,2.0,3.0,Basic,4.0,5.0,0,2,Executive,12.506180941677355,1,Single,Has Car,0_child,30s,0,6.0,25.01236188335471,0,2.0,36.0
122,38,Company Invited,1,6.985641817639208,Small Business,female,1.0,3.0,Basic,3.0,5.0,0,3,Executive,12.42647644715539,0,Single,No Car,0_child,30s,0,3.0,37.27942934146617,0,2.0,48.0
123,31,Company Invited,2,6.8679744089702925,Salaried,male,2.0,3.0,Basic,3.0,2.0,0,1,Executive,12.46720923363441,0,Divorced,Has Car,0_child,30s,0,6.0,32.414744007449464,0,2.0,18.0
124,18,Company Invited,2,6.175867270105761,Large Business,male,2.0,3.0,Basic,3.0,7.0,0,2,Executive,12.397853488542202,1,Single,Has Car,0_child,10s,0,6.0,32.234419070209725,0,2.0,36.0
125,52,Company Invited,3,6.175867270105761,Small Business,male,1.0,3.0,King,3.0,1.0,0,5,VP,12.522764826029048,0,Single,No Car,0_child,50s,0,3.0,16.279594273837763,0,2.0,16.0
126,45,Company Invited,3,6.293419278846481,Large Business,female,1.0,3.0,Basic,3.0,4.0,0,3,Executive,12.485524694051938,0,Married,No Car,0_child,40s,0,3.0,12.485524694051938,0,2.0,24.0
127,30,Company Invited,1,6.580639137284949,Small Business,female,2.0,3.0,Basic,3.0,5.0,0,1,Executive,12.462229220562651,0,Divorced,Has Car,0_child,30s,0,6.0,37.38668766168796,0,2.0,18.0
