Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child
40,1,2,720,0,0,2,4,3,3,2,0,2,2,481905,0,1,1,0
25,1,2,960,1,0,3,5,4,3,3,0,1,4,333030,1,2,0,0
28,2,2,540,1,0,3,5,4,3,7,0,2,4,310575,1,1,0,0
50,1,1,1080,2,0,3,5,4,3,5,0,2,4,306420,1,1,1,0
27,1,1,540,0,0,3,5,4,4,2,1,1,4,270780,1,2,1,0
22,1,2,840,0,0,2,5,4,3,3,0,2,4,310245,1,1,1,0
49,2,1,540,0,0,1,3,3,3,6,0,2,2,502545,0,1,0,0
24,1,2,480,1,0,2,4,4,3,1,0,3,4,261180,1,1,1,0
51,1,1,1200,0,0,2,4,4,3,7,0,3,4,300000,0,2,1,0
24,1,1,480,1,0,2,3,4,3,2,0,4,4,263715,1,0,1,0
31,2,2,840,1,0,2,3,4,4,8,0,4,4,261225,1,2,0,0
38,1,1,600,1,0,2,3,4,4,6,0,4,4,343140,0,0,0,0
32,1,2,600,1,1,2,3,3,3,1,0,4,0,262635,0,0,1,0
60,2,1,540,1,1,2,3,2,4,1,0,5,1,456855,0,2,1,0
46,2,2,1440,1,1,2,3,4,3,2,0,3,4,258810,0,2,0,0
39,2,2,540,1,1,2,3,4,4,2,0,4,4,268290,0,1,1,0
48,1,1,540,2,0,2,3,2,4,24,0,5,1,474525,0,2,1,0
54,1,2,840,1,0,2,3,1,3,5,0,4,3,440000,0,2,0,0
38,2,3,480,1,1,2,3,3,3,6,0,4,0,262305,0,0,0,0
47,1,2,660,1,1,2,3,1,4,2,0,3,3,400000,0,1,0,0
45,1,1,900,1,1,2,4,4,3,4,0,3,4,255885,0,2,1,0
28,1,1,960,2,1,2,4,4,4,2,0,3,4,260100,0,0,0,0
40,1,1,1080,2,1,2,4,4,3,20,0,3,4,267270,0,0,0,0
29,2,3,480,1,0,2,3,1,3,1,0,4,3,406605,0,1,1,0
59,2,1,600,1,1,2,3,1,3,5,0,3,3,450000,0,0,1,0
34,1,1,480,2,1,2,3,1,3,2,0,4,3,274290,0,1,0,0
47,2,1,780,2,1,2,3,1,4,2,0,5,3,358770,0,0,1,0
38,2,2,660,1,0,2,3,4,3,2,1,4,4,272220,1,0,1,0
37,2,2,1440,1,0,2,3,1,3,2,1,4,3,426015,0,1,1,0
30,2,1,1020,2,0,2,3,4,3,2,1,5,4,267405,0,0,0,0
52,1,1,900,0,0,2,3,1,4,3,0,3,3,412440,0,0,1,0
46,1,1,1500,0,1,2,3,4,3,1,0,4,4,270000,0,2,0,0
24,1,2,840,0,0,2,3,3,3,3,0,4,0,259515,0,2,1,0
30,1,2,780,0,0,2,3,1,3,2,0,3,0,265800,0,2,1,0
47,1,2,1920,0,0,2,3,3,3,20,0,3,0,343440,0,2,1,0
38,2,3,480,0,0,2,3,3,3,1,0,5,0,300000,0,0,1,0
58,1,1,840,0,0,2,3,1,3,5,0,4,3,364680,0,0,0,0
33,1,3,840,0,0,2,3,0,3,2,0,4,2,413730,0,2,1,0
31,2,2,540,0,0,2,3,4,3,12,0,4,4,397935,1,0,0,0
49,1,2,900,0,0,2,4,4,4,2,0,4,4,348930,0,0,1,0
50,2,2,540,0,0,2,3,4,3,1,0,4,4,274260,0,0,1,0
20,1,3,780,0,1,2,3,4,3,2,1,4,4,254850,0,2,1,0
26,2,2,840,0,0,2,3,4,4,1,1,3,4,349590,1,1,0,0
22,2,2,540,0,0,2,3,4,3,3,1,3,4,263400,1,0,1,0
50,2,2,600,0,0,1,4,3,3,2,0,1,2,546660,0,0,0,0
59,2,2,600,0,1,1,3,3,4,6,0,2,2,600000,0,1,1,0
39,2,1,1020,0,1,1,3,3,3,2,0,2,2,539070,0,1,0,0
40,1,2,780,1,0,2,4,1,3,7,0,3,3,360000,0,0,1,0
20,1,1,600,1,1,3,4,4,4,2,0,5,4,300000,0,2,1,0
57,1,2,480,1,1,1,5,2,4,16,0,1,1,538425,0,0,1,0
39,2,2,540,0,0,3,4,4,3,2,0,3,0,271605,0,2,0,0
38,1,3,1200,1,0,2,4,3,3,2,0,4,0,340000,0,2,0,1
36,1,3,900,1,1,2,4,3,4,5,0,3,0,400000,0,1,0,1
24,1,3,1620,0,0,2,5,3,3,12,0,4,0,334365,0,1,0,1
31,1,2,780,0,0,2,4,3,4,8,0,3,0,300000,0,2,1,1
23,1,2,780,1,0,2,4,3,3,1,1,3,0,343260,0,1,0,1
33,1,1,840,1,0,2,4,1,3,4,0,3,3,414075,0,2,1,1
32,2,1,540,1,1,2,4,4,3,2,0,3,4,322530,0,2,1,1
52,1,1,900,1,1,2,4,3,3,8,0,3,0,366495,0,0,1,1
30,2,1,600,1,0,2,4,4,3,5,0,3,4,259425,0,0,1,1
32,2,1,780,1,1,2,4,4,3,3,0,4,4,300000,0,0,1,1
42,2,1,960,0,0,2,4,1,3,5,1,3,3,428265,0,0,1,1
45,1,1,420,0,0,2,4,3,4,6,0,1,2,560000,0,1,0,0
40,2,2,900,2,0,2,4,1,3,4,0,2,3,340095,0,0,0,1
52,1,2,960,1,1,2,4,3,3,2,0,1,0,300000,0,1,1,1
45,2,3,960,1,1,2,4,1,3,8,0,1,3,406695,0,2,0,1
56,1,2,660,0,0,2,4,3,3,1,0,1,0,350340,0,0,1,1
40,1,1,840,1,0,3,4,1,3,4,0,2,3,390375,0,2,1,0
51,2,1,480,2,1,2,4,3,3,3,0,2,4,393765,0,0,0,1
47,1,1,780,1,1,2,4,3,3,2,0,2,0,350000,0,0,0,1
36,1,1,360,1,0,2,4,4,4,1,0,2,4,270000,0,0,1,1
29,1,2,540,0,0,3,4,4,3,4,1,1,4,400000,1,1,0,0
40,1,1,1260,1,1,2,4,1,3,8,1,1,3,418560,0,1,0,1
32,2,1,720,1,1,2,4,4,3,4,1,2,4,259680,0,2,1,1
43,2,2,1980,1,0,2,5,3,3,8,0,3,0,454845,0,0,0,1
30,2,2,540,0,0,2,5,3,3,1,0,3,0,324465,0,1,0,1
38,1,2,1500,0,0,2,5,3,4,32,0,3,0,339690,0,1,0,1
43,1,2,600,0,0,2,5,3,3,7,0,3,0,300000,0,2,0,1
47,2,2,780,0,1,2,5,3,3,20,1,4,0,319680,0,0,0,1
40,1,1,540,0,0,2,5,3,3,3,1,3,0,337515,0,0,1,1
45,1,1,840,1,0,2,3,2,4,3,0,2,1,320000,0,0,0,0
40,2,1,1020,0,0,2,3,4,3,4,0,2,4,300000,0,2,1,0
38,2,1,780,1,0,2,1,4,3,2,0,2,4,300000,0,2,0,0
39,2,2,780,1,0,2,2,3,3,1,0,2,0,293745,0,1,1,0
40,1,3,600,0,0,2,2,3,3,3,0,1,0,331935,0,1,0,0
32,2,1,540,1,1,2,3,4,3,4,0,2,4,264420,1,1,0,0
30,1,2,900,1,0,2,1,4,3,2,0,2,4,265020,1,1,1,0
51,2,2,480,0,0,2,2,1,3,2,0,2,0,405225,0,1,0,0
39,1,3,660,1,0,2,5,3,3,2,0,2,0,333015,0,1,0,1
35,2,1,660,1,1,2,5,3,3,2,0,2,0,340275,0,1,0,1
38,1,1,480,1,0,2,3,4,3,1,0,1,4,300000,0,0,1,0
40,2,2,480,0,0,2,3,4,3,1,0,2,4,270000,0,1,1,0
51,1,2,540,1,0,2,3,2,3,1,0,1,1,300000,0,1,1,0
48,2,2,1380,1,0,2,4,3,3,2,0,2,0,363255,0,1,1,1
52,1,3,600,1,1,2,4,4,3,3,0,1,4,266460,1,1,0,1
54,2,2,900,1,0,2,4,3,3,5,0,1,0,400000,0,2,1,1
30,1,1,540,2,0,2,4,4,3,7,1,1,4,268770,1,2,0,0
49,1,2,540,0,1,2,3,2,3,5,1,1,1,285540,0,0,0,0
30,2,2,960,0,1,2,3,1,3,2,0,1,3,463860,0,2,1,0
55,1,1,960,1,0,2,4,3,3,3,0,2,2,340590,0,2,1,1
40,1,1,900,1,0,2,4,4,3,12,0,2,4,262995,0,1,0,1
50,2,1,960,0,0,2,3,3,3,5,0,2,2,489660,0,0,1,0
46,2,2,300,0,0,3,4,1,3,2,0,1,3,404640,0,0,0,2
21,2,2,540,1,1,3,4,4,3,3,0,2,4,311865,0,1,0,2
42,1,2,600,1,0,3,4,2,4,3,0,2,1,495150,0,0,1,2
30,1,2,900,0,0,3,4,3,3,2,0,1,2,400000,0,0,1,2
40,1,2,480,1,0,3,4,1,3,3,0,1,3,342195,0,2,0,2
29,1,2,600,0,0,3,4,3,3,3,0,2,0,347145,0,1,0,2
50,1,3,1920,0,0,3,4,3,3,5,0,2,2,525795,0,2,1,2
57,2,2,360,2,1,3,4,1,3,5,0,2,3,525735,0,2,1,2
38,2,2,840,0,1,3,4,1,4,2,0,2,3,375135,0,1,1,2
46,1,2,480,1,0,3,4,3,3,2,0,2,0,357540,0,1,0,2
42,1,2,720,1,0,3,4,1,4,3,0,1,3,484320,1,0,1,2
41,1,2,780,0,0,3,4,2,3,2,0,1,3,416505,0,0,1,2
47,1,2,360,0,0,3,4,3,3,3,0,2,2,466890,0,1,1,2
26,1,2,780,1,1,3,4,3,3,12,0,2,0,350000,0,1,0,2
54,1,2,960,1,0,3,4,1,4,20,0,2,3,384840,0,1,1,2
30,1,2,840,0,0,3,4,1,4,20,0,2,3,440220,0,0,0,2
40,1,2,1860,1,0,3,4,3,3,2,0,1,0,310000,0,2,0,2
30,2,2,1320,0,0,3,4,1,3,3,0,2,3,397965,1,1,0,2
35,2,3,480,1,0,3,4,1,3,2,0,1,3,300000,0,0,0,2
30,2,2,840,1,1,3,4,1,4,3,0,2,3,355635,0,1,0,2
29,2,3,600,0,1,3,4,4,3,3,1,2,4,311505,1,0,0,2
40,1,2,1740,1,0,3,4,1,4,7,1,2,3,388080,1,1,0,2
42,1,1,900,0,0,2,3,4,3,20,0,2,4,259020,0,1,0,0
39,1,2,780,0,0,2,3,2,3,12,0,2,3,442155,0,1,0,0
28,1,1,960,0,0,2,3,4,3,7,0,2,4,265350,1,1,0,0
24,2,2,960,1,0,2,3,4,3,8,0,2,4,263880,0,1,0,0
51,1,1,840,2,0,3,4,3,4,6,0,2,1,530000,0,2,1,2
35,1,1,960,1,1,3,4,4,3,2,0,1,4,315600,0,1,0,2
53,1,1,1680,0,0,3,4,3,3,6,0,2,0,334470,0,0,0,2
25,1,1,840,0,0,3,4,4,3,3,0,2,4,300000,0,1,1,2
39,2,1,480,1,1,3,4,1,4,3,0,1,3,405705,0,1,1,2
30,1,1,1320,0,0,3,4,3,3,7,0,2,0,309000,0,0,0,2
39,2,1,540,0,0,3,4,3,3,3,0,2,0,317640,0,0,0,2
55,1,1,360,0,0,3,4,1,3,2,0,2,3,365370,0,0,0,2
37,2,1,840,1,0,3,4,4,3,3,0,2,4,260000,0,0,0,2
30,2,1,780,1,1,4,4,4,3,3,0,2,4,314445,0,0,1,3
34,1,1,420,0,0,3,4,4,3,3,0,2,4,300000,0,2,0,2
36,1,1,900,1,0,3,4,4,3,7,0,2,4,300000,0,1,0,2
40,1,1,720,0,0,3,4,4,4,3,0,2,4,273990,0,1,0,2
51,2,1,780,0,0,3,4,3,3,3,0,1,2,511500,0,2,1,2
37,1,1,600,1,0,3,4,4,3,7,0,2,4,311820,0,0,1,2
31,1,1,540,1,0,3,4,4,3,3,0,2,4,339645,1,1,0,2
38,1,2,780,1,0,3,5,3,3,7,0,2,0,323835,0,0,0,2
35,1,2,1920,1,0,3,4,3,3,12,0,2,0,337710,0,1,0,2
38,1,2,720,1,0,3,4,3,3,5,0,2,0,326805,0,1,0,2
41,1,2,960,0,0,3,4,3,3,2,0,1,0,413760,0,0,1,2
27,1,2,420,0,0,3,5,3,3,3,0,2,0,403365,0,1,0,2
30,1,2,480,0,0,3,4,3,3,3,0,2,3,317565,0,0,0,2
53,1,2,900,1,1,3,4,1,3,4,0,2,3,391065,0,2,1,2
26,1,3,1680,0,0,3,4,3,3,2,0,1,0,347580,0,0,1,2
40,2,2,960,1,0,3,4,3,3,7,0,1,0,342060,0,1,0,2
36,1,2,540,1,0,4,4,1,3,3,0,2,3,396195,0,0,1,3
30,1,1,480,0,1,3,4,4,3,2,1,2,4,357570,0,0,0,2
23,1,1,840,0,0,3,4,4,3,7,1,2,4,306435,0,1,1,1
30,1,2,540,1,1,3,6,4,3,3,1,1,4,263625,0,2,0,0
32,1,2,600,2,0,3,4,4,3,12,1,1,4,416040,1,2,0,2
48,1,2,600,0,0,3,4,3,3,3,1,1,0,395340,0,2,0,2
60,2,2,840,0,0,3,4,1,3,5,1,2,3,400000,1,1,1,2
32,1,1,1380,1,1,3,4,3,3,12,0,1,0,300000,0,0,0,2
36,1,1,600,1,1,3,4,4,3,20,0,1,4,320820,0,2,0,2
30,1,1,420,0,0,3,4,4,3,5,0,2,4,336105,0,2,0,2
39,2,2,1980,1,0,3,4,3,3,5,0,1,0,502845,0,0,0,2
22,1,2,600,0,0,3,4,4,3,2,0,2,4,299565,1,1,0,2
38,1,2,840,0,0,3,4,3,3,3,0,2,0,358320,0,0,1,1
37,1,2,840,0,0,3,4,1,3,2,0,1,3,400000,0,1,1,2
30,1,2,420,1,0,2,3,4,3,1,0,3,4,267720,0,0,0,0
56,1,3,600,0,1,2,5,1,3,3,0,1,3,402315,0,0,1,1
