NumberOfPersonVisiting,Passport,age,duration,follow,trip_per_year,income,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Small Business,gender_female,product_pitched_Deluxe,product_pitched_King,product_pitched_Standard,product_pitched_Super Deluxe,designation_AVP,designation_Manager,designation_Senior Manager,designation_VP,info_1_Divorced,info_1_Married,info_2_Has Car,info_3_1,info_3_2,info_3_3,CityTier_1,CityTier_2,PreferredPropertyStar_3,PreferredPropertyStar_4,PitchSatisfactionScore_1,PitchSatisfactionScore_2,PitchSatisfactionScore_3,PitchSatisfactionScore_4
-0.5538308958425242,0,-0.6902735499010654,-0.6390263557721367,3,0.32192809488736235,-0.9285349774641578,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-0.5538308958425242,0,-2.0049819599304803,0.12882403489689886,5,-0.4150374992788437,-0.06237790965524352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
2.1990489444005465,0,-0.892536382213283,-0.8436229254962442,5,0.0,-0.048930256043113594,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
-1.9302708159640596,0,0.8266976924405673,0.0,4,-1.0000000000000002,0.5463115214824351,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
-0.5538308958425242,1,1.1300919409088939,0.5657710648749634,4,0.0,0.43052107638397685,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0.8226090242790112,0,-0.892536382213283,0.0,5,0.0,-0.4787199775770285,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0.8226090242790112,0,-1.0947992145255008,-0.45597054411127474,3,1.7004397181410926,-0.40397246717616403,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
-0.5538308958425242,0,-0.6902735499010654,-0.6390263557721367,3,1.1699250014423128,-0.8401000113959038,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0
-1.9302708159640596,0,1.1300919409088939,-0.8436229254962442,5,0.32192809488736235,1.173597383891029,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
-0.5538308958425242,0,0.9278291085966761,1.0660725386401888,3,1.0,0.02313236580856568,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
-0.5538308958425242,0,1.2312233570650026,0.3609736442278633,3,0.5849625007211563,1.2465714649690172,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-0.5538308958425242,0,0.017646363191696542,1.1370739682595696,3,-1.0000000000000002,0.23052961986383413,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0.8226090242790112,0,-0.38687930143273885,1.5664745918027456,4,0.0,0.12548397604617212,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2.1990489444005465,0,-0.0834850529644123,0.12882403489689886,5,1.7004397181410926,0.35350282726206683,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
-0.5538308958425242,0,-1.499324879149936,-0.8436229254962442,4,-1.0000000000000002,-0.9724637601368491,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
0.8226090242790112,0,1.9391432701577647,-0.6390263557721367,5,0.32192809488736235,0.21970938593691378,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
2.1990489444005465,0,0.017646363191696542,-0.6390263557721367,5,-0.4150374992788437,-0.33572062324892676,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
0.8226090242790112,0,0.32104061166002307,-1.3431212272711095,4,-0.4150374992788437,0.5463115214824351,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0
0.8226090242790112,0,-0.28574788527663,0.0,6,0.0,-0.24876475448585456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
0.8226090242790112,0,-0.6902735499010654,-0.6390263557721367,5,0.5849625007211563,-0.8434534870760358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
-1.9302708159640596,0,-0.892536382213283,-0.2903486562761206,3,-1.0000000000000002,-0.4819281835105389,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-1.9302708159640596,0,-1.2970620468377185,0.5657710648749634,1,0.5849625007211563,-1.0348050900360461,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-0.5538308958425242,0,-0.6902735499010654,0.9147410355023436,3,-0.4150374992788437,-0.3862223421616959,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
0.8226090242790112,0,1.1300919409088939,-0.13912679282406082,4,1.1699250014423128,0.5463115214824351,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
2.1990489444005465,0,0.32104061166002307,0.24876656786242848,4,1.0,0.1947269330931163,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
0.8226090242790112,0,-1.1959306306816095,-0.45597054411127474,4,0.0,-0.3544244423578646,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0.8226090242790112,0,1.4334861893772204,-1.0755144002006283,3,0.8073549220576042,-0.8903366313068657,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
0.8226090242790112,0,1.736880437845547,-0.45597054411127474,4,1.0,0.9171906826225109,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
-0.5538308958425242,0,-0.892536382213283,0.0,3,-0.4150374992788437,-0.9099877930623821,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
0.8226090242790112,0,-0.28574788527663,-1.3431212272711095,4,-0.4150374992788437,-0.17787913875046488,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1
-0.5538308958425242,1,1.6357490216894381,-0.45597054411127474,3,0.8073549220576042,0.7749583742286994,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
-0.5538308958425242,0,1.028960524752785,0.24876656786242848,4,-0.4150374992788437,0.0596201527145458,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
-0.5538308958425242,0,-0.28574788527663,1.2709369973576488,3,-0.4150374992788437,0.14677221432551474,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
0.8226090242790112,0,-0.5891421337449565,0.0,5,0.0,1.9910134932180685,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
-0.5538308958425242,0,-1.0947992145255008,1.0660725386401888,3,1.1699250014423128,-0.4787199775770285,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0.8226090242790112,0,-0.28574788527663,-0.2903486562761206,5,0.8073549220576042,-0.4787199775770285,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
0.8226090242790112,0,0.32104061166002307,-0.6390263557721367,4,0.5849625007211563,-0.13022662681444958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2.1990489444005465,1,0.017646363191696542,0.9147410355023436,4,-0.4150374992788437,-0.4787199775770285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
2.1990489444005465,0,-0.0834850529644123,1.5112459384279715,4,-0.4150374992788437,0.609263868661866,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
0.8226090242790112,0,-0.6902735499010654,-0.8436229254962442,4,-0.4150374992788437,-0.9156223749835655,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
-0.5538308958425242,0,1.736880437845547,-0.45597054411127474,4,0.8073549220576042,0.5463115214824351,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
-0.5538308958425242,0,-1.2970620468377185,0.5657710648749634,4,1.1699250014423128,-0.950838436216102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
-0.5538308958425242,0,-0.6902735499010654,0.3609736442278633,3,0.32192809488736235,0.5463115214824351,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0.8226090242790112,0,1.2312233570650026,0.12882403489689886,3,0.5849625007211563,0.49169177854252266,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-1.9302708159640596,0,1.4334861893772204,0.3609736442278633,3,-1.0000000000000002,0.5463115214824351,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
2.1990489444005465,0,0.5233034439722408,-0.6390263557721367,5,1.0,0.17402080486446986,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
0.8226090242790112,0,-0.18461646912052115,-0.45597054411127474,3,-0.4150374992788437,0.5463115214824351,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
0.8226090242790112,0,-0.0834850529644123,1.1370739682595696,3,0.5849625007211563,-0.18558272221614303,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
-0.5538308958425242,0,-0.18461646912052115,0.0,5,1.7004397181410926,-0.24876475448585456,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
-0.5538308958425242,0,-1.3981934629938273,0.3609736442278633,3,0.0,-0.5202931696670927,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
0.8226090242790112,1,0.8266976924405673,-0.2903486562761206,4,1.1699250014423128,1.3413882428335702,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
-0.5538308958425242,0,-1.499324879149936,0.0,3,0.0,-1.054852875904377,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
-0.5538308958425242,0,0.11877777934780538,-0.2903486562761206,4,1.0,0.23125953302132815,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
-0.5538308958425242,1,-1.499324879149936,-0.8436229254962442,4,-0.4150374992788437,0.6793278112314801,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
0.8226090242790112,0,-0.892536382213283,-0.45597054411127474,3,1.1699250014423128,1.2671496070210662,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
-0.5538308958425242,0,-0.5891421337449565,0.3609736442278633,1,-0.4150374992788437,-1.0997408401261328,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0.8226090242790112,0,0.017646363191696542,0.24876656786242848,4,2.8579809951275728,-0.8541266881309963,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2.1990489444005465,0,-1.9038505437743716,1.5112459384279715,4,0.0,0.20282867516920777,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
-0.5538308958425242,0,-0.892536382213283,-0.2903486562761206,3,1.1699250014423128,0.24916847472402712,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0.8226090242790112,0,0.11877777934780538,1.4542071796595437,4,0.5849625007211563,1.5451369694725878,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
-0.5538308958425242,1,0.8266976924405673,-1.0755144002006283,1,-1.0000000000000002,1.3093551709716058,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
0.8226090242790112,0,1.2312233570650026,-1.0755144002006283,4,1.0,-0.4022283439975108,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0.8226090242790112,1,-0.7914049660571743,-0.8436229254962442,3,0.5849625007211563,-0.982094507896125,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
-0.5538308958425242,0,-0.0834850529644123,0.9920510211905672,5,0.0,-0.14885392460670654,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
0.8226090242790112,0,-0.4880107175888477,-0.6390263557721367,4,0.5849625007211563,-0.319158104712233,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
-1.9302708159640596,0,1.1300919409088939,-0.8436229254962442,4,-0.4150374992788437,0.19885375825859403,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
-0.5538308958425242,0,1.2312233570650026,-0.45597054411127474,3,-0.4150374992788437,0.19620134798156177,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
-0.5538308958425242,0,0.21990919550391425,0.4663828661093595,4,1.0,-0.8551165666203824,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0
-1.9302708159640596,0,-0.0834850529644123,0.3609736442278633,3,-0.4150374992788437,-1.923418980097216,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
-0.5538308958425242,1,1.5346176055333292,-0.45597054411127474,3,-0.4150374992788437,1.189026323922189,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0
-0.5538308958425242,0,0.9278291085966761,0.3609736442278633,1,-0.4150374992788437,-0.8541266881309963,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
0.8226090242790112,0,0.11877777934780538,0.3609736442278633,3,-0.4150374992788437,0.027617231269784073,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
-0.5538308958425242,0,-0.892536382213283,-0.13912679282406082,3,0.5849625007211563,-1.010730221674309,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
-0.5538308958425242,0,1.6357490216894381,0.4663828661093595,4,0.5849625007211563,0.31022239076818653,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
-0.5538308958425242,1,-0.892536382213283,0.0,3,-0.4150374992788437,-0.4787199775770285,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0.8226090242790112,0,0.32104061166002307,-0.45597054411127474,5,0.0,1.182102745478133,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.8226090242790112,0,-1.3981934629938273,-0.13912679282406082,5,0.0,0.7201543943910677,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-1.9302708159640596,0,-1.1959306306816095,0.3609736442278633,3,-0.4150374992788437,-0.8576915384482365,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
-0.5538308958425242,1,0.11877777934780538,-0.8436229254962442,5,1.1699250014423128,0.849975808862056,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
0.8226090242790112,0,-0.7914049660571743,-1.0755144002006283,4,-1.0000000000000002,1.293031347694656,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
0.8226090242790112,0,1.1300919409088939,0.0,4,-0.4150374992788437,0.5021237913930676,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
-0.5538308958425242,0,1.1300919409088939,-1.0755144002006283,4,-0.4150374992788437,0.3846779703272054,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
-0.5538308958425242,1,1.1300919409088939,-0.8436229254962442,3,-0.4150374992788437,0.955156591380282,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
-0.5538308958425242,0,0.11877777934780538,1.2709369973576488,5,-0.4150374992788437,0.5463115214824351,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
-0.5538308958425242,0,-0.892536382213283,1.4542071796595437,3,0.5849625007211563,-0.9987535144928325,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
-0.5538308958425242,0,-0.38687930143273885,0.4663828661093595,3,0.0,-0.4787199775770285,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
-0.5538308958425242,0,-1.2970620468377185,0.4663828661093595,4,-1.0000000000000002,0.07052965301584647,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
-0.5538308958425242,0,0.32104061166002307,-0.6390263557721367,5,-0.4150374992788437,1.077522469696642,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
0.8226090242790112,0,1.1300919409088939,-1.0755144002006283,4,-0.4150374992788437,1.2013882581017767,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
0.8226090242790112,0,-0.4880107175888477,-0.6390263557721367,4,-0.4150374992788437,-0.397871767536541,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
-0.5538308958425242,0,0.11877777934780538,0.5657710648749634,4,0.0,0.8005548208299693,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0
0.8226090242790112,0,0.6244348601283496,-0.13912679282406082,4,0.5849625007211563,1.3413882428335702,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
-0.5538308958425242,0,-0.892536382213283,0.0,3,-0.4150374992788437,-1.1406936275649062,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0.8226090242790112,0,-1.2970620468377185,-1.0755144002006283,4,-0.4150374992788437,0.4896560089229983,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
-0.5538308958425242,0,-0.7914049660571743,0.0,4,-0.4150374992788437,0.0649771188989652,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
0.8226090242790112,0,1.1300919409088939,1.620004500975024,5,-0.4150374992788437,0.9659810044187495,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
-1.9302708159640596,0,-0.892536382213283,0.4663828661093595,3,2.3923174227787607,-0.3778998408853711,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
-0.5538308958425242,0,0.32104061166002307,0.12882403489689886,3,0.32192809488736235,0.8325097317404633,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.9302708159640596,0,-1.3981934629938273,0.9920510211905672,3,-1.0000000000000002,-1.0078356043156864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
-0.5538308958425242,0,0.32104061166002307,-1.0755144002006283,5,-1.0000000000000002,-0.24876475448585456,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
-0.5538308958425242,1,1.3323547732211116,-0.6390263557721367,4,0.32192809488736235,1.2600482577297942,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.8226090242790112,0,1.2312233570650026,-0.13912679282406082,5,0.0,0.20371138816519235,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0.8226090242790112,0,-1.8027191276182626,-0.13912679282406082,4,-1.0000000000000002,-0.07015321126657012,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
0.8226090242790112,1,-1.600456295306045,-0.8436229254962442,3,-1.0000000000000002,-0.9439297208179787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
0.8226090242790112,0,-0.0834850529644123,0.12882403489689886,4,1.7004397181410926,-0.20005139355127172,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-0.5538308958425242,0,-1.0947992145255008,0.0,3,0.0,-0.49496893552080323,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-0.5538308958425242,0,1.5346176055333292,-0.45597054411127474,3,0.0,1.5110548672669681,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
-1.9302708159640596,0,-0.0834850529644123,-0.6390263557721367,3,-1.0000000000000002,-0.8642363751113968,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
-0.5538308958425242,0,-0.0834850529644123,-1.0755144002006283,4,1.1699250014423128,-0.24865341029861462,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
2.1990489444005465,0,-1.8027191276182626,1.5664745918027456,5,1.7004397181410926,-0.12296411034954846,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
0.8226090242790112,0,1.2312233570650026,1.5664745918027456,4,0.5849625007211563,1.7409530766748613,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
-0.5538308958425242,0,-0.4880107175888477,0.24876656786242848,4,-0.4150374992788437,-0.38952204337879087,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
-0.5538308958425242,0,0.5233034439722408,1.7713725860351874,3,0.0,-0.4787199775770285,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
-0.5538308958425242,0,1.3323547732211116,0.24876656786242848,4,0.5849625007211563,-0.020775979470597915,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
0.8226090242790112,0,0.5233034439722408,-0.2903486562761206,5,2.8579809951275728,0.7201543943910677,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
-1.9302708159640596,1,1.5346176055333292,0.3609736442278633,1,0.32192809488736235,0.7924587653258621,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
