id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch,IsFamily,FreaqencySeg,Monetary,MonetarySeg,ContractRate_FM,ContractRate_G1,ContractRate_G2,ContractRate_G3,ContractRate_G4,ContractRate_G5,ContractRate_G6,TypeofContact_CityTier,TypeofContact_Occupation,TypeofContact_Gender,TypeofContact_ProductPitched,TypeofContact_PreferredPropertyStar,TypeofContact_Passport,TypeofContact_PitchSatisfactionScore,TypeofContact_Designation,TypeofContact_Marry,TypeofContact_Car,TypeofContact_Child,CityTier_Occupation,CityTier_Gender,CityTier_ProductPitched,CityTier_PreferredPropertyStar,CityTier_Passport,CityTier_PitchSatisfactionScore,CityTier_Designation,CityTier_Marry,CityTier_Car,CityTier_Child,Occupation_Gender,Occupation_ProductPitched,Occupation_PreferredPropertyStar,Occupation_Passport,Occupation_PitchSatisfactionScore,Occupation_Designation,Occupation_Marry,Occupation_Car,Occupation_Child,Gender_ProductPitched,Gender_PreferredPropertyStar,Gender_Passport,Gender_PitchSatisfactionScore,Gender_Designation,Gender_Marry,Gender_Car,Gender_Child,ProductPitched_PreferredPropertyStar,ProductPitched_Passport,ProductPitched_PitchSatisfactionScore,ProductPitched_Designation,ProductPitched_Marry,ProductPitched_Car,ProductPitched_Child,PreferredPropertyStar_Passport,PreferredPropertyStar_PitchSatisfactionScore,PreferredPropertyStar_Designation,PreferredPropertyStar_Marry,PreferredPropertyStar_Car,PreferredPropertyStar_Child,Passport_PitchSatisfactionScore,Passport_Designation,Passport_Marry,Passport_Car,Passport_Child,PitchSatisfactionScore_Designation,PitchSatisfactionScore_Marry,PitchSatisfactionScore_Car,PitchSatisfactionScore_Child,Designation_Marry,Designation_Car,Designation_Child,Marry_Car,Marry_Child,Car_Child,AgeNull,DurationOfPitchNull,NumberOfTripsNull,MonthlyIncomeNull,ProdTaken
12,49,2,1,7.560601162768557,1,0,1,3,3,3,4,0,3,2,13.076436709513366,1,1,0,4,0,3,39.2293101285401,0,16,1.19038153266431,8.302499498103725,16.476310253986842,1.6094379124341005,2.6094379124341005,9,0.8,0,0,21.04571299983583,3,0.1472081218274111,0.0279720279720279,0.0151515151515151,0.0201005025125628,0.0319634703196347,0.0454545454545454,0.0505050505050505,1,3,3,4,1,3,3,4,4,1,1,5,2,6,1,2,4,6,6,1,1,3,4,3,3,5,4,4,2,2,5,1,1,4,5,4,3,1,5,4,6,2,3,3,2,1,3,5,0,1,0,3,4,4,3,1,5,5,3,2,3,3,2,3,0,1,0,0,0,0,0
13,51,1,2,6.928537818164665,1,0,1,3,3,4,5,0,4,2,12.994532278619134,0,1,0,5,0,3,25.98906455723827,0,8,1.7319671646360069,8.691994835196743,16.373110671060108,1.791759469228055,4.187639203842083,10,1.0,1,1,23.283076258405448,3,0.1433155080213903,0.0555555555555555,0.0416666666666666,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,0,2,2,5,2,2,0,5,2,2,0,3,3,7,2,3,0,7,5,3,0,3,4,2,3,3,4,5,2,2,5,2,1,1,5,2,3,1,4,4,3,2,6,3,2,2,2,4,5,2,1,1,4,2,3,1,3,2,1,0,7,3,2,4,2,1,0,0,0,0,0
14,53,2,2,6.734591659972948,1,0,1,3,4,3,1,0,3,4,12.611541086966117,1,1,0,5,0,3,25.22308217393224,0,48,1.3363839196801657,9.239224239535616,12.485425676096456,0.6931471805599453,1.6931471805599454,5,1.0,0,0,8.741654146946471,1,0.180327868852459,0.1212121212121212,0.1,0.1492537313432835,0.1923076923076923,0.1538461538461538,0.1973684210526315,4,3,3,3,1,3,3,3,4,1,1,3,3,0,0,3,5,0,0,3,0,3,3,3,3,5,3,4,2,2,2,1,1,4,2,4,3,1,0,2,4,0,0,2,0,1,3,0,0,1,0,3,2,4,3,1,6,5,3,2,0,2,0,3,0,1,0,0,0,0,1
15,20,1,1,7.273092595999522,1,0,1,3,4,3,8,0,4,4,12.443773720051366,1,1,0,2,0,3,37.3313211601541,0,48,1.64991712144576,7.900808711143724,12.319335982850854,2.19722457733622,3.19722457733622,11,1.0,0,1,27.34176545250742,3,0.1433155080213903,0.3059701492537313,0.2786885245901639,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,2,2,2,0,0,2,0,0,0,2,0,5,2,2,1,2,1,2,6,1,1,3,3,3,3,3,3,4,2,2,2,1,1,1,2,4,3,1,0,2,0,0,0,2,0,1,0,0,0,1,0,1,2,4,3,1,0,0,1,0,0,2,0,3,0,1,0,0,0,0,1
16,25,2,2,7.2305631534092925,1,1,1,3,4,3,1,0,3,4,12.463041612288444,1,0,0,2,0,3,32.40390819194996,0,48,1.24471632555431,9.586955086375726,12.33841119616556,0.6931471805599453,1.6931471805599454,5,1.0,0,0,8.63872215475901,1,0.180327868852459,0.4719626168224299,0.4388888888888889,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,4,3,1,3,1,3,3,3,4,3,1,3,0,0,0,3,5,0,0,0,0,4,3,3,3,5,3,4,3,2,0,0,2,3,0,0,0,0,0,2,4,0,0,0,0,1,3,0,0,0,0,3,2,4,2,1,6,5,4,2,0,0,0,0,0,0,0,0,0,0,1
17,53,1,2,7.650168700845001,1,1,1,3,3,3,4,0,3,2,13.122365377402328,1,1,0,5,0,3,34.118149981246056,0,16,1.1764446448097157,9.613454488939434,16.534180375526933,1.6094379124341005,2.6094379124341005,10,0.8,0,0,21.11963233920392,3,0.1472081218274111,0.0569620253164556,0.0425531914893617,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,0,2,0,5,0,2,4,5,0,2,0,3,0,7,0,3,5,7,0,3,0,4,4,3,3,5,4,4,2,2,4,0,2,3,4,0,1,0,5,4,6,2,3,3,2,1,3,5,0,1,0,3,4,4,3,1,5,5,3,2,3,3,2,3,0,1,0,0,0,0,1
18,20,2,2,6.042632833682381,1,0,1,3,1,3,1,1,3,3,12.899222326086994,0,0,0,2,0,13,25.798444652173988,0,8,1.4894169888716204,9.020435193067827,15.092090121521784,0.6931471805599453,1.6931471805599454,3,1.0,1,0,8.9410595867431,1,0.180327868852459,0.1290322580645161,0.5,0.4545454545454545,0.1686746987951807,0.5,0.1547619047619047,4,3,3,1,1,1,3,1,5,3,1,3,3,3,0,0,5,3,5,0,0,3,2,3,4,5,2,5,3,2,3,1,3,4,3,2,2,1,1,1,5,1,7,4,1,0,3,1,2,0,0,4,1,5,0,0,4,4,4,2,4,4,1,2,2,0,0,0,0,0,0
19,44,2,2,5.707110264748875,1,1,1,3,3,3,1,1,4,2,12.564606859953823,0,0,0,4,0,13,32.66797783587994,0,8,2.1026402931305594,8.786438363604072,15.831404643541816,0.6931471805599453,1.6931471805599454,10,0.8,1,0,8.70912181982114,1,0.180327868852459,0.0338983050847457,0.1379310344827586,0.15,0.0319634703196347,0.0909090909090909,0.0505050505050505,4,3,1,4,1,1,1,4,5,3,1,3,0,7,0,0,0,7,5,0,0,4,4,3,4,3,4,5,3,2,4,0,0,0,4,5,0,0,5,5,3,2,6,5,2,0,0,5,2,0,0,0,5,5,0,0,3,2,0,0,7,5,2,2,2,0,0,0,0,0,0
20,30,1,1,6.175867270105761,0,1,1,3,1,3,2,0,3,3,13.02860419418272,1,0,0,3,0,3,50.81155635731261,0,16,1.457285204875505,8.685736129455146,18.63090399768129,1.0986122886681098,2.09861228866811,1,1.0,0,0,14.31338467192201,2,0.134929906542056,0.088235294117647,0.0822784810126582,0.0580912863070539,0.0684410646387832,0.0555555555555555,0.0656934306569343,2,5,0,2,0,2,4,2,0,0,0,1,1,1,1,2,4,1,6,2,1,1,1,1,5,6,1,6,5,1,1,0,2,3,1,0,0,0,1,3,5,1,4,4,1,1,3,1,0,0,0,3,3,4,2,1,4,5,4,2,5,4,1,0,0,0,0,0,0,0,0
21,34,2,2,6.8679744089702925,0,0,1,3,4,3,2,0,4,4,12.482628045510204,2,1,0,3,0,3,24.965256091020407,0,24,1.7472400573197748,9.144782450923223,15.103979935067349,1.0986122886681098,2.09861228866811,12,1.0,0,0,13.713568565670698,2,0.134929906542056,0.217391304347826,0.1778846153846154,0.2320328542094455,0.2700186219739292,0.2371134020618556,0.2747663551401869,4,1,3,3,1,3,1,3,1,1,1,6,3,0,0,3,0,0,3,3,0,5,5,1,5,1,6,1,1,1,2,1,1,1,2,3,3,1,0,2,0,0,8,2,0,1,0,0,1,1,0,1,2,3,3,1,0,1,1,0,8,2,0,1,1,1,0,0,0,0,0
22,29,2,1,6.175867270105761,0,0,1,3,4,3,1,0,3,4,12.478866942987851,2,0,0,2,0,3,37.43660082896356,0,24,1.457285204875505,8.319244628658568,15.099429001015302,0.6931471805599453,1.6931471805599454,13,1.0,0,0,8.649691438114733,1,0.180327868852459,0.3059701492537313,0.2786885245901639,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,1,1,3,3,1,3,3,3,1,3,1,1,2,2,1,2,4,2,1,2,1,5,5,1,5,6,6,1,5,1,2,1,1,4,2,3,2,1,0,2,4,0,8,0,0,1,3,0,1,0,0,3,2,3,2,1,6,6,4,2,8,0,0,5,1,0,0,0,0,0,1
23,56,2,2,6.803505257608338,0,1,1,3,3,3,1,0,3,2,12.97448034808874,0,1,0,5,0,3,33.733648905030726,0,8,1.3228475115728513,8.678582172634608,19.98069973605666,0.6931471805599453,1.6931471805599454,14,0.8,1,0,8.993224472508128,1,0.180327868852459,0.0569620253164556,0.0425531914893617,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,4,1,1,4,1,3,3,4,5,1,1,6,0,7,0,3,5,7,5,3,0,1,6,1,5,6,7,7,1,1,4,0,2,3,4,5,1,0,5,4,6,2,6,3,2,1,3,5,2,1,0,3,4,2,3,1,5,4,3,2,7,3,2,4,2,1,0,0,0,0,0
24,30,1,2,6.8679744089702925,0,1,1,3,4,3,2,0,4,4,12.430319587884537,2,1,0,3,0,3,32.31883092849979,0,24,1.7472400573197748,9.106461236545446,15.040686701340292,1.0986122886681098,2.09861228866811,12,1.0,0,0,13.656101851321866,2,0.134929906542056,0.3094462540716612,0.2724014336917563,0.2320328542094455,0.2700186219739292,0.2371134020618556,0.2747663551401869,0,5,0,0,0,2,0,0,3,2,0,6,0,0,0,3,0,0,3,3,0,1,5,1,5,1,6,1,1,1,0,0,2,0,0,1,1,0,0,2,0,0,8,2,0,1,0,0,1,1,0,1,2,3,3,1,0,1,1,0,8,2,0,1,1,1,0,0,0,0,0
25,41,2,2,6.758887335074452,0,1,1,3,3,3,1,0,4,0,12.622629347194833,0,0,0,4,0,3,32.818836302706565,0,8,1.7754401582827708,8.827013529506875,16.66187073829718,0.6931471805599453,1.6931471805599454,15,0.8,1,0,8.74933994326132,1,0.180327868852459,0.0338983050847457,0.0225563909774436,0.0201005025125628,0.0319634703196347,0.0095846645367412,0.023391812865497,4,1,1,4,1,3,1,6,5,3,1,6,0,7,0,3,0,8,5,0,0,1,6,1,5,1,8,7,5,1,4,0,2,0,6,5,0,0,5,4,3,4,6,5,2,1,0,6,2,0,0,1,6,2,2,1,7,2,0,0,9,6,3,2,2,0,0,1,0,0,0
26,38,1,1,6.758887335074452,0,0,1,3,3,3,1,0,4,0,12.456231962482343,1,1,0,3,0,3,37.36869588744703,0,16,1.7754401582827708,7.908718706337995,16.442226190476696,0.6931471805599453,1.6931471805599454,16,0.8,0,0,8.634002065195311,1,0.180327868852459,0.0309278350515463,0.0224719101123595,0.0411522633744856,0.0447470817120622,0.0331858407079646,0.0375782881002087,2,5,2,5,0,2,0,7,0,2,0,1,2,6,1,2,1,9,6,1,1,5,6,1,5,1,8,6,1,1,5,1,1,1,7,4,3,1,5,4,3,4,3,3,2,1,0,6,0,1,0,1,6,4,3,1,7,0,1,0,10,7,3,3,0,1,1,1,0,0,0
27,50,2,1,6.734591659972948,0,1,1,3,1,3,2,0,3,3,12.818392018639724,1,1,0,5,0,3,49.99172887269492,0,16,1.3363839196801657,8.138661599136332,18.330300586654808,1.0986122886681098,2.09861228866811,1,1.0,0,0,14.082442992642818,2,0.134929906542056,0.1088435374149659,0.0866141732283464,0.0761421319796954,0.0970464135021097,0.0736842105263157,0.0952380952380952,1,1,1,1,1,3,3,1,4,1,1,1,1,1,1,2,4,1,6,1,1,1,1,1,5,6,1,6,1,1,1,0,2,3,1,0,1,0,1,3,5,1,4,1,1,1,3,1,0,1,0,3,3,4,3,1,4,5,3,2,5,1,1,3,0,1,0,0,0,0,0
28,52,1,1,6.928537818164665,0,1,1,3,3,3,4,0,3,2,13.031138043246484,0,1,0,5,0,3,50.82143836866129,0,8,1.298975373477005,7.55428292362115,20.067952586599585,1.6094379124341005,2.6094379124341005,17,0.8,1,0,20.97280760896321,3,0.1472081218274111,0.0569620253164556,0.0425531914893617,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,2,5,0,5,0,2,4,5,2,2,0,1,1,6,1,2,4,6,2,1,1,1,6,1,5,6,7,7,1,1,4,0,2,3,4,5,1,0,5,4,6,2,6,3,2,1,3,5,2,1,0,3,4,2,3,1,5,4,3,2,7,3,2,4,2,1,0,0,0,0,0
29,22,1,2,6.398594934535208,0,1,1,3,4,3,1,0,4,4,12.46414308934512,1,0,0,2,0,3,32.40677203229731,0,48,1.875411730664848,9.587802376419322,15.081613138107596,0.6931471805599453,1.6931471805599454,12,1.0,0,0,8.639485640475296,1,0.180327868852459,0.4719626168224299,0.4388888888888889,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,0,5,0,0,0,2,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,1,5,1,5,1,6,6,5,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,36,2,2,6.803505257608338,0,0,1,3,3,3,1,1,3,0,12.665650237042165,0,0,0,3,0,13,25.33130047408433,0,8,1.3228475115728513,8.857098067861653,16.71865831289566,0.6931471805599453,1.6931471805599454,15,0.8,1,0,8.77915975176418,1,0.180327868852459,0.0309278350515463,0.125,0.1071428571428571,0.0447470817120622,0.1111111111111111,0.0375782881002087,4,1,3,4,1,1,3,6,5,3,1,6,3,7,0,0,5,8,5,0,0,5,6,1,1,6,8,7,5,1,5,1,3,4,7,2,2,1,5,5,6,4,6,5,2,0,3,6,2,0,0,4,7,5,0,0,8,4,4,2,9,6,3,2,2,0,0,0,0,0,0
31,52,1,3,7.560601162768557,0,0,1,3,3,3,2,1,5,2,13.122365377402328,2,1,0,5,0,13,13.122365377402328,0,8,1.9839692211071835,12.497490835621264,20.208442681199585,1.0986122886681098,2.09861228866811,18,0.8,0,0,14.416391860007137,2,0.134929906542056,0.0555555555555555,0.1666666666666666,0.1724137931034483,0.056390977443609,0.2222222222222222,0.0833333333333333,5,5,2,5,0,0,2,5,3,2,0,7,4,5,5,5,6,5,7,4,2,5,6,1,1,7,7,1,1,1,5,1,3,2,5,3,3,1,5,5,7,2,5,3,2,0,5,5,1,1,0,5,5,1,1,0,9,3,2,1,6,3,2,1,1,1,0,0,0,0,0
32,46,2,3,6.175867270105761,0,1,1,3,1,3,5,1,4,3,12.7931118089004,1,1,0,4,0,13,16.63104535157052,0,16,1.943046939834007,12.183916008476572,18.29414988672757,1.791759469228055,2.791759469228055,19,1.0,0,1,22.922179224490545,3,0.1433155080213903,0.0909090909090909,0.2916666666666667,0.2333333333333333,0.0790513833992094,0.21875,0.0784313725490196,3,1,1,1,1,1,1,1,4,1,1,7,5,8,5,5,3,10,4,4,2,1,1,1,1,1,1,6,1,1,1,0,0,0,1,0,1,0,1,1,1,1,4,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,5,1,1,3,0,1,0,0,0,0,0
33,30,2,2,6.803505257608338,0,0,1,3,1,3,2,1,3,3,12.923914877701906,0,0,0,3,0,13,25.84782975540381,0,8,1.3228475115728513,9.037702711679652,18.48119827511373,1.0986122886681098,2.09861228866811,20,1.0,1,0,14.198371702343923,2,0.134929906542056,0.032258064516129,0.2,0.1818181818181818,0.0684410646387832,0.1818181818181818,0.0656934306569343,4,1,3,1,1,1,3,1,5,3,1,6,3,3,0,0,5,3,5,0,0,5,1,1,1,6,1,7,5,1,3,1,3,4,3,2,2,1,1,1,5,1,7,4,1,0,3,1,2,0,0,4,1,5,0,0,4,4,4,2,4,4,1,2,2,0,0,0,0,0,0
34,28,1,1,6.293419278846481,0,0,1,3,4,3,5,1,3,4,12.506180941677355,1,0,0,2,0,13,37.518542825032064,0,48,1.4300652159392766,8.337453961118237,15.132478939429602,1.791759469228055,2.791759469228055,13,1.0,0,1,22.40806812612984,3,0.1433155080213903,0.3059701492537313,0.5833333333333334,0.6304347826086957,0.4080459770114942,0.6170212765957447,0.4139941690962099,2,5,2,0,0,0,4,0,0,0,0,1,2,2,1,1,4,2,6,2,1,5,5,1,1,6,6,6,5,1,2,1,3,4,2,4,2,1,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0
