CityTier,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,Passport,PitchSatisfactionScore,ProdTaken,age,duration,trip_per_year,income,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Small Business,gender_female,product_pitched_Deluxe,product_pitched_King,product_pitched_Standard,product_pitched_Super Deluxe,designation_AVP,designation_Manager,designation_Senior Manager,designation_VP,info_1_Divorced,info_1_Married,info_2_Has Car,info_3_1,info_3_2,info_3_3
3,1,3,3,1,5,0,52,1920.0,2,500000.0,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
3,1,3,3,1,4,0,46,480.0,5,359730.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2,1,3,3,1,3,0,30,900.0,2,410000.0,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,1,3,3,1,3,0,28,540.0,5,270000.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,3,3,1,4,1,25,840.0,2,255405.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,4,3,0,2,0,51,1560.0,1,485055.0,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
3,1,4,4,0,1,0,50,780.0,5,370000.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,4,3,0,1,0,48,720.0,2,401775.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,5,3,0,3,0,50,480.0,4,477000.0,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
2,1,3,3,0,2,1,38,840.0,1,378210.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2,1,3,3,0,2,1,33,840.0,8,248490.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1,3,3,0,2,0,42,600.0,2,268440.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2,1,3,3,0,2,0,50,1260.0,1,362580.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,3,4,0,1,0,35,780.0,1,356760.0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
2,1,3,3,0,2,0,59,480.0,1,364980.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2,1,3,3,0,2,0,43,840.0,5,350310.0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
2,1,4,3,0,2,1,32,1500.0,3,429570.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,3,3,0,1,0,47,900.0,1,272475.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1,3,3,0,1,0,42,960.0,2,273840.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,3,3,0,1,0,53,720.0,1,372150.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,3,4,0,1,0,56,660.0,20,462615.0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,1,3,3,0,2,0,33,660.0,5,345690.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,3,3,0,1,0,58,840.0,4,397245.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,3,0,2,0,33,960.0,5,297855.0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False
1,1,3,3,0,1,0,32,540.0,4,269895.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1,3,4,1,1,1,50,960.0,5,427050.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1,1,3,3,1,1,0,40,840.0,2,418080.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2,1,3,3,1,2,1,26,1020.0,2,264615.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,3,3,1,1,0,47,900.0,8,415545.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2,1,3,3,1,2,1,47,600.0,1,258915.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1,3,4,0,1,0,52,960.0,5,507870.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1,5,3,0,1,0,29,780.0,7,303960.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
2,1,5,3,0,2,0,44,420.0,1,309645.0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,2,4,3,0,1,0,54,720.0,2,400000.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
2,2,4,3,0,2,0,51,420.0,3,479610.0,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
1,2,4,3,0,1,0,59,780.0,4,463050.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,2,4,3,0,2,0,25,420.0,8,270735.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,4,3,0,2,0,29,900.0,5,263865.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,4,3,0,2,1,21,780.0,3,316770.0,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2,4,3,0,1,0,56,600.0,6,400000.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
3,2,4,3,0,2,0,50,360.0,4,358935.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,4,3,0,2,0,57,480.0,2,263010.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,4,4,0,2,1,37,780.0,7,273900.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,2,4,3,0,2,0,20,780.0,2,257295.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,4,4,0,2,0,53,840.0,5,438195.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,4,3,0,1,0,30,480.0,8,267480.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3,2,4,4,0,2,0,35,720.0,1,438210.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,2,4,3,0,2,0,36,660.0,2,371820.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
3,2,5,3,0,1,0,36,1080.0,1,300000.0,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2,2,4,3,0,2,0,38,300.0,5,410000.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3,2,4,4,0,1,0,49,900.0,2,370000.0,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1,2,4,3,0,1,0,37,1860.0,2,393705.0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2,2,4,3,1,2,1,50,840.0,5,263730.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,4,3,1,2,0,51,600.0,3,366900.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2,2,4,3,1,2,1,43,660.0,5,262560.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,4,3,1,1,0,40,900.0,2,437895.0,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,3,3,0,3,0,38,540.0,1,269235.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,1,4,1,4,0,54,960.0,4,428610.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
2,1,4,3,0,3,1,38,900.0,4,243540.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,3,3,0,4,0,26,1020.0,2,256455.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,3,3,0,5,0,40,1380.0,1,252360.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
3,1,3,3,0,3,0,31,840.0,2,260000.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1,1,3,0,3,0,27,900.0,8,256890.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,1,2,3,0,3,0,40,660.0,1,331515.0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,3,3,1,4,1,38,1020.0,6,270870.0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,4,3,0,4,1,33,540.0,1,320000.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,4,3,0,3,1,20,2100.0,3,262500.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,4,3,0,3,0,58,900.0,2,266790.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,2,4,4,1,3,1,33,1020.0,2,271980.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,4,3,1,4,1,20,660.0,2,300000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,4,3,1,4,1,32,1680.0,5,349995.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,2,4,3,0,4,1,34,1200.0,7,270405.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,4,3,0,3,1,20,900.0,7,295065.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1,4,3,0,2,0,51,900.0,8,274395.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1,4,3,0,2,0,40,420.0,5,280200.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
3,1,4,3,1,2,1,26,660.0,3,370000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
2,1,4,3,1,2,1,22,540.0,2,254535.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,3,3,0,1,0,21,540.0,3,258405.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,3,3,0,2,1,24,840.0,3,344400.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2,2,3,3,0,2,0,45,720.0,5,330000.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
1,2,3,3,0,1,0,33,420.0,4,254205.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,2,3,3,0,2,0,33,960.0,2,288480.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
2,2,3,3,0,2,0,56,900.0,2,500000.0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,2,3,3,0,2,0,36,780.0,8,500000.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1,2,3,4,0,2,0,41,1020.0,3,413865.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2,2,3,4,0,2,0,50,360.0,1,460000.0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1,2,4,3,0,1,0,31,1020.0,5,257340.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,3,3,0,1,0,22,960.0,2,255405.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,3,4,0,2,1,38,960.0,5,270000.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,3,3,0,3,0,38,1080.0,5,249315.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,3,3,0,1,0,31,960.0,2,259680.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,2,3,3,0,2,1,18,480.0,7,242280.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1,3,3,0,5,0,52,480.0,1,274515.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3,1,3,3,0,3,0,45,540.0,4,264480.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2,3,3,0,1,0,30,720.0,5,258390.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,2,3,3,0,2,1,38,840.0,8,260310.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,3,3,0,1,0,43,480.0,2,445575.0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
3,2,3,4,0,1,0,43,960.0,2,436320.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3,2,4,3,0,1,0,35,960.0,3,371775.0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,3,0,4,1,26,840.0,8,267015.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,3,4,0,2,0,46,1020.0,5,336735.0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False
2,2,3,4,0,1,0,52,1020.0,2,404385.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,3,3,0,2,0,39,420.0,2,365130.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2,2,3,4,0,2,0,46,540.0,2,483855.0,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
1,2,3,4,0,1,0,43,960.0,1,474720.0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,2,3,3,0,2,0,46,780.0,4,257970.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,3,3,0,2,0,40,1020.0,1,268350.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,3,3,0,2,0,50,1020.0,1,400320.0,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2,1,3,3,0,3,0,55,480.0,2,420780.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False
1,1,3,3,0,4,0,50,780.0,1,269235.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2,2,3,3,1,1,0,58,660.0,8,270540.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,3,3,1,2,1,27,420.0,4,258285.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,2,3,3,1,1,1,50,900.0,8,274380.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3,2,3,3,1,1,0,36,840.0,4,431010.0,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
3,2,3,3,1,2,0,50,780.0,2,373845.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3,3,4,3,0,2,0,24,900.0,2,353670.0,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1,3,4,3,0,2,0,53,840.0,3,449715.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2,3,4,3,0,2,0,38,600.0,1,398475.0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,3,4,3,0,2,0,45,480.0,2,390000.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,3,4,3,0,1,0,50,2160.0,3,490000.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
3,3,4,4,0,2,0,38,840.0,2,265110.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,4,3,0,2,0,41,480.0,3,385905.0,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,1,3,3,0,2,0,39,540.0,3,411855.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,3,3,0,2,0,30,480.0,4,257025.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,1,3,3,0,1,0,27,480.0,1,264345.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1,3,3,0,2,1,31,480.0,7,251850.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,3,3,0,2,0,46,660.0,6,467460.0,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
1,1,3,3,0,2,0,40,420.0,2,476955.0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,1,3,3,0,2,0,52,960.0,16,277005.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,4,3,0,2,0,30,420.0,2,245340.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,4,3,0,2,0,43,540.0,1,278595.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,2,4,3,1,2,1,27,900.0,6,296055.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,4,3,0,2,0,36,480.0,2,264990.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,100,3,0,1,0,40,840.0,1,430470.0,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
2,1,3,3,0,1,1,33,1080.0,1,342585.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,3,3,0,2,1,31,960.0,1,260000.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,3,3,0,1,0,31,840.0,2,332460.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,1,3,0,2,1,26,1080.0,5,256650.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,3,3,0,1,0,38,780.0,2,275160.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,2,3,3,0,2,0,55,1440.0,7,428025.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,1,1,3,0,1,0,58,960.0,6,461010.0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
3,1,3,3,0,1,0,31,960.0,2,245805.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1,3,3,0,2,1,32,900.0,3,256545.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,4,1,1,0,60,660.0,6,400000.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
2,1,1,3,1,1,0,33,1380.0,2,260445.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,1,3,3,1,2,1,27,360.0,8,440280.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2,2,4,3,0,2,0,40,720.0,2,481905.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2,3,5,3,0,1,1,25,960.0,3,333030.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,3,5,3,0,2,1,28,540.0,7,310575.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,5,3,0,2,1,50,1080.0,5,306420.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,3,5,4,1,1,1,27,540.0,2,270780.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,2,5,3,0,2,1,22,840.0,3,310245.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,3,3,0,2,0,49,540.0,6,502545.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2,2,4,3,0,3,1,24,480.0,1,261180.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,4,3,0,3,0,51,1200.0,7,300000.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,2,3,3,0,4,1,24,480.0,2,263715.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2,2,3,4,0,4,1,31,840.0,8,261225.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,3,3,0,4,0,32,600.0,1,262635.0,True,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False
1,2,3,4,0,5,0,60,540.0,1,456855.0,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False
2,2,3,3,0,3,0,46,1440.0,2,258810.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,3,4,0,4,0,39,540.0,2,268290.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,3,4,0,5,0,48,540.0,24,474525.0,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False
2,2,3,3,0,4,0,54,840.0,5,440000.0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3,2,3,3,0,4,0,38,480.0,6,262305.0,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,3,4,0,3,0,47,660.0,2,400000.0,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,2,4,3,0,3,0,45,900.0,4,255885.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,2,4,4,0,3,0,28,960.0,2,260100.0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2,4,3,0,3,0,40,1080.0,20,267270.0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,2,3,3,0,4,0,29,480.0,1,406605.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,3,3,0,3,0,59,600.0,5,450000.0,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1,2,3,3,0,4,0,34,480.0,2,274290.0,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,2,3,4,0,5,0,47,780.0,2,358770.0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
2,2,3,3,1,4,1,38,660.0,2,272220.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2,2,3,3,1,4,0,37,1440.0,2,426015.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,3,3,1,5,0,30,1020.0,2,267405.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2,3,4,0,3,0,52,900.0,3,412440.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1,2,3,3,0,4,0,46,1500.0,1,270000.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,3,3,0,4,0,24,840.0,3,259515.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
2,2,3,3,0,3,0,30,780.0,2,265800.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
2,2,3,3,0,3,0,47,1920.0,20,343440.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
3,2,3,3,0,5,0,38,480.0,1,300000.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
1,2,3,3,0,4,0,58,840.0,5,364680.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3,2,3,3,0,4,0,33,840.0,2,413730.0,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
