id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch,IsFamily,FreaqencySeg,Monetary,MonetarySeg,ContractRate_FM,ContractRate_G1,ContractRate_G2,ContractRate_G3,ContractRate_G4,ContractRate_G5,ContractRate_G6
10,51,Company Invited,1,6.734591659972948,Small Business,female,1,3,Standard,3,4,0,3,Senior Manager,12.771105165022036,0,Single,Has Car,0_child,50s,0,3,38.31331549506611,0,16,1.3363839196801655,8.10863820001399,14.942193043075783,1.6094379124341003,2.6094379124341005,8,1.0,0,0,20.55430083626942,3,0.14720812182741116,0.07777777777777778,0.05714285714285714,0.07614213197969544,0.0970464135021097,0.07368421052631578,0.09523809523809523
11,46,Self Enquiry,1,6.8679744089702925,Small Business,male,1,3,Deluxe,4,24,0,3,AVP,12.939476060598356,0,Divorced,Has Car,0_child,40s,0,3,50.46395663633359,0,8,1.310430042989831,8.215540355935463,16.30373983635393,3.2188758248682006,6.3283137373023015,9,1.0,0,2,41.650566677920864,4,0.13261648745519714,0.03389830508474576,0.022556390977443608,0.020100502512562814,0.0319634703196347,0.045454545454545456,0.050505050505050504
12,49,Company Invited,1,7.560601162768557,Small Business,female,1,3,Deluxe,3,4,0,3,AVP,13.076436709513366,0,Single,Has Car,0_child,40s,0,3,39.2293101285401,0,16,1.1903815326643101,8.302499498103725,16.476310253986842,1.6094379124341003,2.6094379124341005,9,0.8,0,0,21.04571299983583,3,0.14720812182741116,0.027972027972027972,0.015151515151515152,0.020100502512562814,0.0319634703196347,0.045454545454545456,0.050505050505050504
13,51,Self Enquiry,2,6.928537818164665,Small Business,female,1,3,Deluxe,4,5,0,4,AVP,12.994532278619134,0,Married,Has Car,0_child,50s,0,3,25.98906455723827,0,8,1.7319671646360069,8.691994835196743,16.373110671060108,1.791759469228055,4.187639203842083,10,1.0,1,1,23.283076258405448,3,0.14238773274917854,0.05555555555555555,0.041666666666666664,0.04219409282700422,0.05639097744360902,0.06521739130434782,0.08333333333333333
14,53,Company Invited,2,6.734591659972948,Small Business,female,1,3,Basic,3,1,0,3,Executive,12.611541086966117,1,Single,Has Car,0_child,50s,0,3,25.223082173932234,0,48,1.3363839196801655,9.239224239535615,12.485425676096456,0.6931471805599453,1.6931471805599454,5,1.0,0,0,8.741654146946471,1,0.18032786885245902,0.12121212121212122,0.1,0.14925373134328357,0.19230769230769232,0.15384615384615385,0.19736842105263158
15,20,Self Enquiry,1,7.273092595999522,Small Business,female,1,3,Basic,3,8,0,4,Executive,12.443773720051366,1,Single,Has Car,0_child,20s,0,3,37.3313211601541,0,48,1.64991712144576,7.900808711143724,12.319335982850854,2.1972245773362196,3.1972245773362196,11,1.0,0,1,27.34176545250742,3,0.14238773274917854,0.30597014925373134,0.2786885245901639,0.3741721854304636,0.40804597701149425,0.38175675675675674,0.4139941690962099
16,25,Company Invited,2,7.2305631534092925,Small Business,male,1,3,Basic,3,1,0,3,Executive,12.463041612288444,1,Single,No Car,0_child,20s,0,3,32.40390819194996,0,48,1.24471632555431,9.586955086375726,12.338411196165561,0.6931471805599453,1.6931471805599454,5,1.0,0,0,8.63872215475901,1,0.18032786885245902,0.4719626168224299,0.4388888888888889,0.3741721854304636,0.40804597701149425,0.38175675675675674,0.4139941690962099
17,53,Self Enquiry,2,7.650168700845001,Small Business,male,1,3,Deluxe,3,4,0,3,AVP,13.122365377402328,1,Single,Has Car,0_child,50s,0,3,34.118149981246056,0,16,1.1764446448097157,9.613454488939434,16.534180375526933,1.6094379124341003,2.6094379124341005,10,0.8,0,0,21.119632339203918,3,0.14720812182741116,0.056962025316455694,0.0425531914893617,0.04219409282700422,0.05639097744360902,0.06521739130434782,0.08333333333333333
18,20,Company Invited,2,6.042632833682381,Small Business,female,1,3,Standard,3,1,1,3,Senior Manager,12.899222326086994,0,Married,No Car,0_child,20s,0,13,25.798444652173988,0,8,1.4894169888716204,9.020435193067827,15.092090121521784,0.6931471805599453,1.6931471805599454,3,1.0,1,0,8.9410595867431,1,0.18032786885245902,0.12903225806451613,0.5,0.45454545454545453,0.1686746987951807,0.5,0.15476190476190477
19,44,Company Invited,2,5.707110264748875,Small Business,male,1,3,Deluxe,3,1,1,4,AVP,12.564606859953823,0,Married,No Car,0_child,40s,0,13,32.66797783587994,0,8,2.1026402931305594,8.786438363604072,15.831404643541816,0.6931471805599453,1.6931471805599454,10,0.8,1,0,8.70912181982114,1,0.18032786885245902,0.03389830508474576,0.13793103448275862,0.15,0.0319634703196347,0.09090909090909091,0.050505050505050504
20,30,Self Enquiry,1,6.175867270105761,Salaried,male,1,3,Standard,3,2,0,3,Senior Manager,13.02860419418272,0,Single,No Car,0_child,30s,0,3,50.811556357312604,0,16,1.457285204875505,8.685736129455146,18.63090399768129,1.0986122886681098,2.09861228866811,1,1.0,0,0,14.31338467192201,2,0.13552479815455595,0.08823529411764706,0.08227848101265822,0.058091286307053944,0.06844106463878327,0.05555555555555555,0.06569343065693431
21,34,Company Invited,2,6.8679744089702925,Salaried,female,1,3,Basic,3,2,0,4,Executive,12.482628045510204,0,Divorced,Has Car,0_child,30s,0,3,24.965256091020407,0,24,1.7472400573197748,9.144782450923225,15.103979935067349,1.0986122886681098,2.09861228866811,12,1.0,0,0,13.713568565670698,2,0.13552479815455595,0.21739130434782608,0.1778846153846154,0.23203285420944558,0.27001862197392923,0.23711340206185566,0.27476635514018694
22,29,Company Invited,1,6.175867270105761,Salaried,female,1,3,Basic,3,1,0,3,Executive,12.478866942987851,1,Divorced,No Car,0_child,20s,0,3,37.436600828963556,0,24,1.457285204875505,8.319244628658568,15.099429001015302,0.6931471805599453,1.6931471805599454,13,1.0,0,0,8.649691438114733,1,0.18032786885245902,0.30597014925373134,0.2786885245901639,0.3741721854304636,0.40804597701149425,0.38175675675675674,0.4139941690962099
23,56,Company Invited,2,6.803505257608338,Salaried,male,1,3,Deluxe,3,1,0,3,AVP,12.97448034808874,0,Married,Has Car,0_child,50s,0,3,33.733648905030726,0,8,1.3228475115728513,8.678582172634608,19.98069973605666,0.6931471805599453,1.6931471805599454,14,0.8,1,0,8.993224472508128,1,0.18032786885245902,0.056962025316455694,0.0425531914893617,0.04219409282700422,0.05639097744360902,0.06521739130434782,0.08333333333333333
24,30,Self Enquiry,2,6.8679744089702925,Salaried,male,1,3,Basic,3,2,0,4,Executive,12.430319587884537,0,Divorced,Has Car,0_child,30s,0,3,32.31883092849979,0,24,1.7472400573197748,9.106461236545446,15.040686701340292,1.0986122886681098,2.09861228866811,12,1.0,0,0,13.656101851321866,2,0.13552479815455595,0.30944625407166126,0.2724014336917563,0.23203285420944558,0.27001862197392923,0.23711340206185566,0.27476635514018694
25,41,Company Invited,2,6.660575149839686,Salaried,male,1,3,Deluxe,3,1,0,4,Manager,12.622629347194833,0,Married,No Car,0_child,40s,0,3,32.818836302706565,0,8,1.801646213734084,8.827013529506875,16.66187073829718,0.6931471805599453,1.6931471805599454,15,0.8,1,0,8.74933994326132,1,0.18032786885245902,0.03389830508474576,0.022556390977443608,0.020100502512562814,0.0319634703196347,0.009584664536741214,0.023391812865497075
26,38,Self Enquiry,1,6.660575149839686,Salaried,female,1,3,Deluxe,3,1,0,4,Manager,12.456231962482343,0,Single,Has Car,0_child,30s,0,3,37.36869588744703,0,16,1.801646213734084,7.908718706337995,16.442226190476696,0.6931471805599453,1.6931471805599454,16,0.8,0,0,8.634002065195311,1,0.18032786885245902,0.030927835051546393,0.02247191011235955,0.0411522633744856,0.04474708171206226,0.033185840707964605,0.037578288100208766
27,50,Company Invited,1,6.734591659972948,Salaried,male,1,3,Standard,3,2,0,3,Senior Manager,12.818392018639724,0,Single,Has Car,0_child,50s,0,3,49.99172887269492,0,16,1.3363839196801655,8.138661599136332,18.330300586654808,1.0986122886681098,2.09861228866811,1,1.0,0,0,14.082442992642818,2,0.13552479815455595,0.10884353741496598,0.08661417322834646,0.07614213197969544,0.0970464135021097,0.07368421052631578,0.09523809523809523
28,52,Self Enquiry,1,6.928537818164665,Salaried,male,1,3,Deluxe,3,4,0,3,AVP,13.031138043246484,0,Married,Has Car,0_child,50s,0,3,50.82143836866129,0,8,1.298975373477005,7.55428292362115,20.067952586599585,1.6094379124341003,2.6094379124341005,17,0.8,1,0,20.97280760896321,3,0.14720812182741116,0.056962025316455694,0.0425531914893617,0.04219409282700422,0.05639097744360902,0.06521739130434782,0.08333333333333333
29,22,Self Enquiry,2,6.398594934535208,Salaried,male,1,3,Basic,3,1,0,4,Executive,12.46414308934512,1,Single,No Car,0_child,20s,0,3,32.40677203229731,0,48,1.8754117306648475,9.587802376419322,15.081613138107597,0.6931471805599453,1.6931471805599454,12,1.0,0,0,8.639485640475296,1,0.18032786885245902,0.4719626168224299,0.4388888888888889,0.3741721854304636,0.40804597701149425,0.38175675675675674,0.4139941690962099
30,36,Company Invited,2,6.803505257608338,Salaried,female,1,3,Deluxe,3,1,1,3,Manager,12.665650237042165,0,Married,No Car,0_child,30s,0,13,25.33130047408433,0,8,1.3228475115728513,8.857098067861653,16.71865831289566,0.6931471805599453,1.6931471805599454,15,0.8,1,0,8.77915975176418,1,0.18032786885245902,0.030927835051546393,0.125,0.10714285714285714,0.04474708171206226,0.1111111111111111,0.037578288100208766
31,52,Self Enquiry,3,7.560601162768557,Salaried,female,1,3,Deluxe,3,2,1,5,AVP,13.122365377402328,0,Divorced,Has Car,0_child,50s,0,13,13.122365377402328,0,8,1.9839692211071835,12.497490835621264,20.208442681199585,1.0986122886681098,2.09861228866811,18,0.8,0,0,14.416391860007137,2,0.13552479815455595,0.05555555555555555,0.16666666666666666,0.1724137931034483,0.05639097744360902,0.2222222222222222,0.08333333333333333
32,46,Company Invited,3,6.175867270105761,Salaried,male,1,3,Standard,3,5,1,4,Senior Manager,12.7931118089004,0,Single,Has Car,0_child,40s,0,13,16.63104535157052,0,16,1.9430469398340067,12.183916008476572,18.294149886727574,1.791759469228055,2.791759469228055,19,1.0,0,1,22.922179224490545,3,0.14238773274917854,0.09090909090909091,0.2916666666666667,0.23333333333333334,0.07905138339920949,0.21875,0.0784313725490196
33,30,Company Invited,2,6.803505257608338,Salaried,female,1,3,Standard,3,2,1,3,Senior Manager,12.923914877701906,0,Married,No Car,0_child,30s,0,13,25.84782975540381,0,8,1.3228475115728513,9.037702711679653,18.48119827511373,1.0986122886681098,2.09861228866811,20,1.0,1,0,14.198371702343925,2,0.13552479815455595,0.03225806451612903,0.2,0.18181818181818182,0.06844106463878327,0.18181818181818182,0.06569343065693431
34,28,Self Enquiry,1,6.293419278846481,Salaried,female,1,3,Basic,3,5,1,3,Executive,12.506180941677355,0,Single,No Car,0_child,20s,0,13,37.518542825032064,0,48,1.4300652159392766,8.337453961118237,15.132478939429602,1.791759469228055,2.791759469228055,13,1.0,0,1,22.408068126129834,3,0.14238773274917854,0.30597014925373134,0.5833333333333334,0.6304347826086957,0.40804597701149425,0.6170212765957447,0.4139941690962099
35,25,Self Enquiry,2,6.734591659972948,Salaried,male,1,3,Basic,3,2,1,4,Executive,12.45060971486532,1,Single,Has Car,0_child,20s,0,13,32.37158525864984,0,48,1.7818452262402205,9.12132579843613,15.06523775498704,1.0986122886681098,2.09861228866811,12,1.0,0,0,13.678392834161592,2,0.13552479815455595,0.4719626168224299,0.6470588235294118,0.6304347826086957,0.40804597701149425,0.6170212765957447,0.4139941690962099
36,51,Company Invited,1,7.353081920515432,Small Business,female,1,4,Deluxe,3,1,0,2,AVP,13.092019627171702,0,Single,Has Car,0_child,50s,0,4,39.276058881515105,0,16,1.087979174783792,8.31239341407727,16.495944730236342,0.6931471805599453,1.6931471805599454,9,0.8,0,0,9.074696492409531,1,0.18032786885245902,0.05555555555555555,0.041666666666666664,0.04219409282700422,0.05639097744360902,0.06521739130434782,0.08333333333333333
37,50,Self Enquiry,3,6.660575149839686,Salaried,female,1,4,Standard,4,5,0,1,Senior Manager,12.821260987319455,0,Single,No Car,0_child,50s,0,4,12.821260987319455,0,16,0.6005487379113613,12.821260987319455,18.334403211866825,1.791759469228055,4.187639203842083,19,0.8,0,1,22.972615781473873,3,0.14238773274917854,0.07777777777777778,0.05714285714285714,0.07614213197969544,0.0970464135021097,0.07368421052631578,0.09523809523809523
38,48,Company Invited,1,6.580639137284949,Salaried,female,1,4,Standard,3,2,0,1,Senior Manager,12.903649998369437,0,Single,Has Car,0_child,40s,0,4,38.71094999510831,0,16,0.6078436936826666,8.192793649758372,18.452219497668295,1.0986122886681098,2.09861228866811,1,1.0,0,0,14.176108456880899,2,0.13552479815455595,0.05194805194805195,0.056338028169014086,0.05829596412556054,0.07905138339920949,0.05829596412556054,0.0784313725490196
39,50,Company Invited,1,6.175867270105761,Small Business,female,1,5,Standard,3,4,0,3,Senior Manager,13.07527386630434,0,Married,Has Car,0_child,50s,0,5,39.225821598913015,0,8,2.428808674792508,7.579868908002515,15.298070423576078,1.6094379124341003,2.6094379124341005,8,1.0,1,0,21.043841475889003,3,0.14720812182741116,0.07777777777777778,0.05714285714285714,0.07614213197969544,0.0970464135021097,0.07368421052631578,0.09523809523809523
40,38,Company Invited,2,6.734591659972948,Salaried,male,1,3,Standard,3,1,0,2,Senior Manager,12.843207519923666,1,Married,No Car,0_child,30s,0,3,33.392339551801534,0,8,0.8909226131201102,8.981263999946618,18.365786753490845,0.6931471805599453,1.6931471805599454,20,1.0,1,0,8.902233081781377,1,0.18032786885245902,0.08823529411764706,0.08227848101265822,0.058091286307053944,0.06844106463878327,0.05555555555555555,0.06569343065693431
41,33,Self Enquiry,2,6.734591659972948,Large Business,female,1,3,Basic,3,8,0,2,Executive,12.423161906559136,1,Single,Has Car,0_child,30s,0,3,24.84632381311827,0,48,0.8909226131201102,9.101217513962736,16.39857371665806,2.1972245773362196,3.1972245773362196,0,1.0,0,1,27.29647666931882,3,0.14238773274917854,0.21739130434782608,0.1778846153846154,0.23203285420944558,0.27001862197392923,0.23711340206185566,0.27476635514018694
42,42,Company Invited,2,6.398594934535208,Salaried,male,1,3,Deluxe,3,2,0,2,Manager,12.500386429492476,0,Married,No Car,0_child,40s,0,3,32.50100471668044,0,8,0.9377058653324237,8.741528971673059,16.50051008693007,1.0986122886681098,2.09861228866811,15,0.8,1,0,13.73307814454051,2,0.13552479815455595,0.03389830508474576,0.022556390977443608,0.020100502512562814,0.0319634703196347,0.009584664536741214,0.023391812865497075
43,50,Company Invited,2,7.13966033596492,Salaried,male,1,3,Standard,3,1,0,2,Senior Manager,12.80100317659188,0,Single,No Car,0_child,50s,0,3,33.28260825913889,0,16,0.8403761128209336,9.846925520455292,18.305434542526392,0.6931471805599453,1.6931471805599454,20,1.0,0,0,8.872979260193565,1,0.18032786885245902,0.10884353741496598,0.08661417322834646,0.07614213197969544,0.0970464135021097,0.07368421052631578,0.09523809523809523
44,33,No,1,6.660575149839686,Salaried,female,1,3,Deluxe,3,1,0,1,Manager,12.549931817156793,0,Married,No Car,0_child,30s,1,3,37.64979545147038,0,8,0.450411553433521,7.606019283125328,16.565909998646966,0.6931471805599453,1.6931471805599454,16,0.8,1,0,8.698949855281782,1,0.18032786885245902,0.030927835051546393,0.02247191011235955,0.0411522633744856,0.04474708171206226,0.033185840707964605,0.037578288100208766
45,35,Company Invited,1,6.660575149839686,Large Business,female,1,3,Standard,4,1,0,1,Senior Manager,12.784821368781037,0,Married,Has Car,0_child,30s,0,3,38.35446410634311,0,8,0.450411553433521,7.411490648568717,19.944321335298415,0.6931471805599453,2.539720770839918,7,0.8,1,0,8.861762885733116,1,0.18032786885245902,0.03225806451612903,0.012048192771084338,0.058091286307053944,0.06844106463878327,0.05555555555555555,0.06569343065693431
46,59,Company Invited,2,6.175867270105761,Small Business,male,1,3,Standard,3,1,0,2,Senior Manager,12.80760057641521,0,Married,No Car,0_child,50s,0,3,33.299761498679544,0,8,0.9715234699170033,8.956364039451195,14.984892674405796,0.6931471805599453,1.6931471805599454,3,1.0,1,0,8.877552229280132,1,0.18032786885245902,0.10884353741496598,0.08661417322834646,0.07614213197969544,0.0970464135021097,0.07368421052631578,0.09523809523809523
47,43,Company Invited,2,6.734591659972948,Small Business,male,1,3,Standard,3,5,0,2,Manager,12.76657661034828,0,Married,Has Car,0_child,40s,0,3,33.19309918690553,0,8,0.8909226131201102,8.539516127323262,13.787902739176142,1.791759469228055,2.791759469228055,21,1.0,1,1,22.874634531216934,3,0.14238773274917854,0.09090909090909091,0.05921052631578947,0.05829596412556054,0.07905138339920949,0.009584664536741214,0.023391812865497075
48,32,Company Invited,2,7.313886831633462,Salaried,male,1,4,Standard,3,3,0,2,Senior Manager,12.970542315242756,1,Single,No Car,0_child,30s,0,4,33.72341001963117,0,16,1.093809650622295,9.977340242494428,18.547875510797144,1.3862943611198906,2.386294361119891,20,1.0,0,0,17.980989672287965,2,0.13552479815455595,0.08823529411764706,0.08227848101265822,0.058091286307053944,0.06844106463878327,0.05555555555555555,0.06569343065693431
49,47,Self Enquiry,1,6.803505257608338,Small Business,female,1,3,Basic,3,1,0,1,Executive,12.515305815812251,0,Divorced,No Car,0_child,40s,0,3,37.54591744743675,0,24,0.4409491705242838,8.3435372105415,12.39015275765413,0.6931471805599453,1.6931471805599454,11,1.0,0,0,8.674948940075748,1,0.18032786885245902,0.0847457627118644,0.05660377358490566,0.18518518518518517,0.22905027932960895,0.18674698795180722,0.23204419889502761
50,42,Company Invited,2,6.8679744089702925,Small Business,male,1,3,Basic,3,2,0,1,Executive,12.520302924964854,0,Divorced,No Car,0_child,40s,0,3,32.55278760490862,0,24,0.4368100143299437,9.631002249972964,12.395099895715207,1.0986122886681098,2.09861228866811,5,1.0,0,0,13.754958651213668,2,0.13552479815455595,0.3,0.24770642201834864,0.18518518518518517,0.22905027932960895,0.18674698795180722,0.23204419889502761
51,53,Self Enquiry,1,6.580639137284949,Salaried,male,1,3,Standard,3,1,0,1,Senior Manager,12.827054964872984,0,Single,Has Car,0_child,50s,0,3,50.02551436300464,0,16,0.4558827702619999,8.144161882459036,18.34268859976837,0.6931471805599453,1.6931471805599454,1,1.0,0,0,8.891036983789157,1,0.18032786885245902,0.10884353741496598,0.08661417322834646,0.07614213197969544,0.0970464135021097,0.07368421052631578,0.09523809523809523
52,56,Self Enquiry,1,6.493753839851686,Salaried,male,1,3,Deluxe,4,20,0,1,AVP,13.044652615297654,0,Married,Has Car,0_child,50s,0,3,50.87414519966086,0,8,0.46198240247254563,7.562117458143567,20.088765027558388,3.044522437723423,6.066783656585134,17,1.0,1,2,39.71473757958124,4,0.13261648745519714,0.056962025316455694,0.0425531914893617,0.04219409282700422,0.05639097744360902,0.06521739130434782,0.08333333333333333
53,33,Company Invited,1,6.493753839851686,Salaried,male,1,3,Standard,3,5,0,2,Senior Manager,12.75330059143718,0,Single,No Car,0_child,30s,0,3,49.737872306605,0,16,0.9239648049450913,8.502200394291453,18.23721984575517,1.791759469228055,2.791759469228055,1,1.0,0,1,22.85084709861932,3,0.14238773274917854,0.08823529411764706,0.08227848101265822,0.058091286307053944,0.06844106463878327,0.05555555555555555,0.06569343065693431
54,58,Company Invited,1,6.734591659972948,Salaried,female,1,3,Deluxe,3,4,0,1,Manager,12.892311015122338,0,Single,No Car,0_child,50s,0,3,38.676933045367015,0,16,0.4454613065600551,8.59487401008156,17.017850539961486,1.6094379124341003,2.6094379124341005,16,0.8,0,0,20.749374126629654,3,0.14720812182741116,0.05555555555555555,0.041666666666666664,0.04219409282700422,0.05639097744360902,0.009174311926605505,0.025
55,33,Company Invited,2,6.8679744089702925,Salaried,female,1,3,Deluxe,3,5,0,2,Manager,12.604365427221907,0,Married,Has Car,0_child,30s,0,3,25.208730854443814,0,8,0.8736200286598874,8.431013663693582,16.637762363932918,1.791759469228055,2.791759469228055,15,0.8,1,1,22.58399110783557,3,0.14238773274917854,0.030927835051546393,0.02247191011235955,0.0411522633744856,0.04474708171206226,0.033185840707964605,0.037578288100208766
56,32,Company Invited,1,6.293419278846481,Small Business,male,1,3,Basic,3,4,0,1,Executive,12.505791978592455,0,Single,Has Car,0_child,30s,0,3,48.772588716510576,0,48,0.47668840531309226,7.940185383233304,12.380734058806532,1.6094379124341003,2.6094379124341005,11,1.0,0,0,20.127295735360956,3,0.14720812182741116,0.30944625407166126,0.2724014336917563,0.23203285420944558,0.27001862197392923,0.23711340206185566,0.27476635514018694
57,50,Company Invited,2,6.8679744089702925,Salaried,male,1,3,Standard,4,5,1,1,Senior Manager,12.96465872301773,1,Married,Has Car,0_child,50s,0,13,33.708112679846096,0,8,0.4368100143299437,8.672012523757676,18.539461973915355,1.791759469228055,4.187639203842083,20,0.8,1,1,23.22955003227712,3,0.14238773274917854,0.10884353741496598,0.25,0.2,0.0970464135021097,0.1951219512195122,0.09523809523809523
58,40,Company Invited,1,6.734591659972948,Salaried,female,1,3,Standard,3,2,1,1,Senior Manager,12.9434304726383,0,Single,Has Car,0_child,40s,0,13,38.8302914179149,0,16,0.4454613065600551,8.218051093738602,18.50910557587277,1.0986122886681098,2.09861228866811,1,1.0,0,0,14.219811774761716,2,0.13552479815455595,0.05194805194805195,0.0,0.23333333333333334,0.07905138339920949,0.21875,0.0784313725490196
59,26,Company Invited,2,6.928537818164665,Large Business,male,1,3,Basic,3,2,1,2,Executive,12.486034997466737,1,Single,No Car,0_child,20s,0,13,32.463690993413515,0,48,0.8659835823180034,9.604642305743644,16.481566196656093,1.0986122886681098,2.09861228866811,0,1.0,0,0,13.717311484957047,2,0.13552479815455595,0.4719626168224299,0.6470588235294118,0.6304347826086957,0.40804597701149425,0.6170212765957447,0.4139941690962099
60,47,Self Enquiry,2,6.803505257608338,Small Business,male,1,3,Standard,3,8,1,1,Senior Manager,12.937348597137708,0,Single,No Car,0_child,40s,0,13,33.63710635255804,0,16,0.4409491705242838,9.951806613182852,15.136697858651118,2.1972245773362196,3.1972245773362196,3,1.0,0,1,28.426260303197235,3,0.14238773274917854,0.09090909090909091,0.2916666666666667,0.23333333333333334,0.07905138339920949,0.21875,0.0784313725490196
61,47,Company Invited,2,6.398594934535208,Large Business,male,1,3,Basic,3,1,1,2,Executive,12.464258963752842,1,Divorced,Has Car,0_child,40s,0,13,32.40707330575739,0,24,0.9377058653324237,9.13132524817058,16.452821832153752,0.6931471805599453,1.6931471805599454,0,1.0,0,0,8.639565958494307,1,0.18032786885245902,0.3,0.8181818181818182,0.6470588235294118,0.22905027932960895,0.7333333333333333,0.23204419889502761
