id,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,MonthlyIncome,ProdTaken,Motivation,EconomicPower,TripEasier,SalesPerformance,LivingCost,EconomicStability,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch,Monetary,ContractRate_FM,ContractRate_G1,ContractRate_G2,ContractRate_G3,ContractRate_G4,ContractRate_G5,ContractRate_G6,AgeNull,DurationOfPitchNull,NumberOfTripsNull,MonthlyIncomeNull,TypeofContact_No,TypeofContact_Self Enquiry,CityTier_2,CityTier_3,Occupation_Salaried,Occupation_Small Business,Gender_male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,PreferredPropertyStar_4,PreferredPropertyStar_5,Passport_1,PitchSatisfactionScore_2,PitchSatisfactionScore_3,PitchSatisfactionScore_4,PitchSatisfactionScore_5,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,Marry_Married,Marry_Single,Car_No Car,Child_1_child,Child_2_child,Child_3_child,AgeGroup_20s,AgeGroup_30s,AgeGroup_40s,AgeGroup_50s,AgeGroup_60s,TypeofContactNULL_1,Child01_1,IsFamily_1,FreaqencySeg_1,FreaqencySeg_2,MonetarySeg_2,MonetarySeg_3,MonetarySeg_4
11,46,6.8679744089702925,1,3,24,12.939476060598356,0,3,50.46395663633359,8,1.310430042989831,8.215540355935463,16.30373983635393,3.218875824868201,6.3283137373023015,9,1.0,41.650566677920864,0.1326164874551971,0.0338983050847457,0.0225563909774436,0.0201005025125628,0.0319634703196347,0.0454545454545454,0.0505050505050505,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
12,49,7.560601162768557,1,3,4,13.076436709513366,0,3,39.2293101285401,16,1.19038153266431,8.302499498103725,16.476310253986842,1.6094379124341005,2.6094379124341005,9,0.8,21.04571299983583,0.1472081218274111,0.0279720279720279,0.0151515151515151,0.0201005025125628,0.0319634703196347,0.0454545454545454,0.0505050505050505,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,51,6.928537818164665,1,3,5,12.994532278619134,0,3,25.98906455723827,8,1.7319671646360069,8.691994835196743,16.373110671060108,1.791759469228055,4.187639203842083,10,1.0,23.283076258405448,0.1433155080213903,0.0555555555555555,0.0416666666666666,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
14,53,6.734591659972948,1,3,1,12.611541086966117,1,3,25.22308217393224,48,1.3363839196801657,9.239224239535616,12.485425676096456,0.6931471805599453,1.6931471805599454,5,1.0,8.741654146946471,0.180327868852459,0.1212121212121212,0.1,0.1492537313432835,0.1923076923076923,0.1538461538461538,0.1973684210526315,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,20,7.273092595999522,1,3,8,12.443773720051366,1,3,37.3313211601541,48,1.64991712144576,7.900808711143724,12.319335982850854,2.19722457733622,3.19722457733622,11,1.0,27.34176545250742,0.1433155080213903,0.3059701492537313,0.2786885245901639,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
16,25,7.2305631534092925,1,3,1,12.463041612288444,1,3,32.40390819194996,48,1.24471632555431,9.586955086375726,12.33841119616556,0.6931471805599453,1.6931471805599454,5,1.0,8.63872215475901,0.180327868852459,0.4719626168224299,0.4388888888888889,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,53,7.650168700845001,1,3,4,13.122365377402328,1,3,34.118149981246056,16,1.1764446448097157,9.613454488939434,16.534180375526933,1.6094379124341005,2.6094379124341005,10,0.8,21.11963233920392,0.1472081218274111,0.0569620253164556,0.0425531914893617,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,20,6.042632833682381,1,3,1,12.899222326086994,0,13,25.798444652173988,8,1.4894169888716204,9.020435193067827,15.092090121521784,0.6931471805599453,1.6931471805599454,3,1.0,8.9410595867431,0.180327868852459,0.1290322580645161,0.5,0.4545454545454545,0.1686746987951807,0.5,0.1547619047619047,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19,44,5.707110264748875,1,3,1,12.564606859953823,0,13,32.66797783587994,8,2.1026402931305594,8.786438363604072,15.831404643541816,0.6931471805599453,1.6931471805599454,10,0.8,8.70912181982114,0.180327868852459,0.0338983050847457,0.1379310344827586,0.15,0.0319634703196347,0.0909090909090909,0.0505050505050505,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,30,6.175867270105761,1,3,2,13.02860419418272,0,3,50.81155635731261,16,1.457285204875505,8.685736129455146,18.63090399768129,1.0986122886681098,2.09861228866811,1,1.0,14.31338467192201,0.134929906542056,0.088235294117647,0.0822784810126582,0.0580912863070539,0.0684410646387832,0.0555555555555555,0.0656934306569343,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,34,6.8679744089702925,1,3,2,12.482628045510204,0,3,24.965256091020407,24,1.7472400573197748,9.144782450923223,15.103979935067349,1.0986122886681098,2.09861228866811,12,1.0,13.713568565670698,0.134929906542056,0.217391304347826,0.1778846153846154,0.2320328542094455,0.2700186219739292,0.2371134020618556,0.2747663551401869,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,29,6.175867270105761,1,3,1,12.478866942987851,1,3,37.43660082896356,24,1.457285204875505,8.319244628658568,15.099429001015302,0.6931471805599453,1.6931471805599454,13,1.0,8.649691438114733,0.180327868852459,0.3059701492537313,0.2786885245901639,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,56,6.803505257608338,1,3,1,12.97448034808874,0,3,33.733648905030726,8,1.3228475115728513,8.678582172634608,19.98069973605666,0.6931471805599453,1.6931471805599454,14,0.8,8.993224472508128,0.180327868852459,0.0569620253164556,0.0425531914893617,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,30,6.8679744089702925,1,3,2,12.430319587884537,0,3,32.31883092849979,24,1.7472400573197748,9.106461236545446,15.040686701340292,1.0986122886681098,2.09861228866811,12,1.0,13.656101851321866,0.134929906542056,0.3094462540716612,0.2724014336917563,0.2320328542094455,0.2700186219739292,0.2371134020618556,0.2747663551401869,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,41,6.758887335074452,1,3,1,12.622629347194833,0,3,32.818836302706565,8,1.7754401582827708,8.827013529506875,16.66187073829718,0.6931471805599453,1.6931471805599454,15,0.8,8.74933994326132,0.180327868852459,0.0338983050847457,0.0225563909774436,0.0201005025125628,0.0319634703196347,0.0095846645367412,0.023391812865497,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26,38,6.758887335074452,1,3,1,12.456231962482343,0,3,37.36869588744703,16,1.7754401582827708,7.908718706337995,16.442226190476696,0.6931471805599453,1.6931471805599454,16,0.8,8.634002065195311,0.180327868852459,0.0309278350515463,0.0224719101123595,0.0411522633744856,0.0447470817120622,0.0331858407079646,0.0375782881002087,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,50,6.734591659972948,1,3,2,12.818392018639724,0,3,49.99172887269492,16,1.3363839196801657,8.138661599136332,18.330300586654808,1.0986122886681098,2.09861228866811,1,1.0,14.082442992642818,0.134929906542056,0.1088435374149659,0.0866141732283464,0.0761421319796954,0.0970464135021097,0.0736842105263157,0.0952380952380952,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,52,6.928537818164665,1,3,4,13.031138043246484,0,3,50.82143836866129,8,1.298975373477005,7.55428292362115,20.067952586599585,1.6094379124341005,2.6094379124341005,17,0.8,20.97280760896321,0.1472081218274111,0.0569620253164556,0.0425531914893617,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29,22,6.398594934535208,1,3,1,12.46414308934512,1,3,32.40677203229731,48,1.875411730664848,9.587802376419322,15.081613138107596,0.6931471805599453,1.6931471805599454,12,1.0,8.639485640475296,0.180327868852459,0.4719626168224299,0.4388888888888889,0.3741721854304636,0.4080459770114942,0.3817567567567567,0.4139941690962099,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,36,6.803505257608338,1,3,1,12.665650237042165,0,13,25.33130047408433,8,1.3228475115728513,8.857098067861653,16.71865831289566,0.6931471805599453,1.6931471805599454,15,0.8,8.77915975176418,0.180327868852459,0.0309278350515463,0.125,0.1071428571428571,0.0447470817120622,0.1111111111111111,0.0375782881002087,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31,52,7.560601162768557,1,3,2,13.122365377402328,0,13,13.122365377402328,8,1.9839692211071835,12.497490835621264,20.208442681199585,1.0986122886681098,2.09861228866811,18,0.8,14.416391860007137,0.134929906542056,0.0555555555555555,0.1666666666666666,0.1724137931034483,0.056390977443609,0.2222222222222222,0.0833333333333333,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32,46,6.175867270105761,1,3,5,12.7931118089004,0,13,16.63104535157052,16,1.943046939834007,12.183916008476572,18.29414988672757,1.791759469228055,2.791759469228055,19,1.0,22.922179224490545,0.1433155080213903,0.0909090909090909,0.2916666666666667,0.2333333333333333,0.0790513833992094,0.21875,0.0784313725490196,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33,30,6.803505257608338,1,3,2,12.923914877701906,0,13,25.84782975540381,8,1.3228475115728513,9.037702711679652,18.48119827511373,1.0986122886681098,2.09861228866811,20,1.0,14.198371702343923,0.134929906542056,0.032258064516129,0.2,0.1818181818181818,0.0684410646387832,0.1818181818181818,0.0656934306569343,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34,28,6.293419278846481,1,3,5,12.506180941677355,0,13,37.518542825032064,48,1.4300652159392766,8.337453961118237,15.132478939429602,1.791759469228055,2.791759469228055,13,1.0,22.40806812612984,0.1433155080213903,0.3059701492537313,0.5833333333333334,0.6304347826086957,0.4080459770114942,0.6170212765957447,0.4139941690962099,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
35,25,6.734591659972948,1,3,2,12.45060971486532,1,13,32.37158525864984,48,1.7818452262402205,9.12132579843613,15.06523775498704,1.0986122886681098,2.09861228866811,12,1.0,13.678392834161592,0.134929906542056,0.4719626168224299,0.6470588235294118,0.6304347826086957,0.4080459770114942,0.6170212765957447,0.4139941690962099,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,51,7.353081920515432,1,4,1,13.092019627171702,0,4,39.27605888151511,16,1.087979174783792,8.31239341407727,16.495944730236342,0.6931471805599453,1.6931471805599454,9,0.8,9.074696492409531,0.180327868852459,0.0555555555555555,0.0416666666666666,0.0421940928270042,0.056390977443609,0.0652173913043478,0.0833333333333333,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,50,6.660575149839686,1,4,5,12.821260987319455,0,4,12.821260987319455,16,0.6005487379113613,12.821260987319455,18.334403211866825,1.791759469228055,4.187639203842083,19,0.8,22.97261578147388,0.1433155080213903,0.0777777777777777,0.0571428571428571,0.0761421319796954,0.0970464135021097,0.0736842105263157,0.0952380952380952,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
38,48,6.580639137284949,1,4,2,12.903649998369437,0,4,38.71094999510831,16,0.6078436936826666,8.192793649758372,18.45221949766829,1.0986122886681098,2.09861228866811,1,1.0,14.1761084568809,0.134929906542056,0.0519480519480519,0.056338028169014,0.0582959641255605,0.0790513833992094,0.0582959641255605,0.0784313725490196,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39,50,6.175867270105761,1,5,4,13.07527386630434,0,5,39.225821598913015,8,2.428808674792508,7.579868908002515,15.298070423576078,1.6094379124341005,2.6094379124341005,8,1.0,21.043841475889003,0.1472081218274111,0.0777777777777777,0.0571428571428571,0.0761421319796954,0.0970464135021097,0.0736842105263157,0.0952380952380952,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
40,38,6.734591659972948,1,3,1,12.843207519923666,1,3,33.392339551801534,8,0.8909226131201102,8.981263999946618,18.365786753490845,0.6931471805599453,1.6931471805599454,20,1.0,8.902233081781377,0.180327868852459,0.088235294117647,0.0822784810126582,0.0580912863070539,0.0684410646387832,0.0555555555555555,0.0656934306569343,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
41,33,6.734591659972948,1,3,8,12.423161906559136,1,3,24.84632381311827,48,0.8909226131201102,9.101217513962736,16.39857371665806,2.19722457733622,3.19722457733622,0,1.0,27.29647666931882,0.1433155080213903,0.217391304347826,0.1778846153846154,0.2320328542094455,0.2700186219739292,0.2371134020618556,0.2747663551401869,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
42,42,6.398594934535208,1,3,2,12.500386429492476,0,3,32.50100471668044,8,0.9377058653324236,8.741528971673059,16.50051008693007,1.0986122886681098,2.09861228866811,15,0.8,13.73307814454051,0.134929906542056,0.0338983050847457,0.0225563909774436,0.0201005025125628,0.0319634703196347,0.0095846645367412,0.023391812865497,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
43,50,7.13966033596492,1,3,1,12.80100317659188,0,3,33.28260825913889,16,0.8403761128209336,9.846925520455292,18.305434542526392,0.6931471805599453,1.6931471805599454,20,1.0,8.872979260193565,0.180327868852459,0.1088435374149659,0.0866141732283464,0.0761421319796954,0.0970464135021097,0.0736842105263157,0.0952380952380952,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,33,6.758887335074452,1,3,1,12.549931817156793,0,3,37.64979545147038,8,0.4438600395706927,7.606019283125328,16.565909998646966,0.6931471805599453,1.6931471805599454,16,0.8,8.698949855281782,0.180327868852459,0.0309278350515463,0.0224719101123595,0.0411522633744856,0.0447470817120622,0.0331858407079646,0.0375782881002087,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
45,35,6.660575149839686,1,3,1,12.784821368781037,0,3,38.35446410634311,8,0.450411553433521,7.411490648568717,19.94432133529841,0.6931471805599453,2.539720770839918,7,0.8,8.861762885733116,0.180327868852459,0.032258064516129,0.0120481927710843,0.0580912863070539,0.0684410646387832,0.0555555555555555,0.0656934306569343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46,59,6.175867270105761,1,3,1,12.80760057641521,0,3,33.299761498679544,8,0.9715234699170032,8.956364039451195,14.984892674405796,0.6931471805599453,1.6931471805599454,3,1.0,8.877552229280132,0.180327868852459,0.1088435374149659,0.0866141732283464,0.0761421319796954,0.0970464135021097,0.0736842105263157,0.0952380952380952,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
47,43,6.734591659972948,1,3,5,12.76657661034828,0,3,33.19309918690553,8,0.8909226131201102,8.539516127323262,13.787902739176142,1.791759469228055,2.791759469228055,21,1.0,22.87463453121693,0.1433155080213903,0.0909090909090909,0.0592105263157894,0.0582959641255605,0.0790513833992094,0.0095846645367412,0.023391812865497,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
48,32,7.313886831633462,1,4,3,12.970542315242756,1,4,33.72341001963117,16,1.093809650622295,9.977340242494428,18.547875510797144,1.3862943611198906,2.386294361119891,20,1.0,17.980989672287965,0.134929906542056,0.088235294117647,0.0822784810126582,0.0580912863070539,0.0684410646387832,0.0555555555555555,0.0656934306569343,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49,47,6.803505257608338,1,3,1,12.515305815812251,0,3,37.54591744743675,24,0.4409491705242838,8.3435372105415,12.39015275765413,0.6931471805599453,1.6931471805599454,11,1.0,8.674948940075748,0.180327868852459,0.0847457627118644,0.0566037735849056,0.1851851851851851,0.2290502793296089,0.1867469879518072,0.2320441988950276,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,42,6.8679744089702925,1,3,2,12.520302924964854,0,3,32.55278760490862,24,0.4368100143299437,9.631002249972964,12.395099895715209,1.0986122886681098,2.09861228866811,5,1.0,13.754958651213668,0.134929906542056,0.3,0.2477064220183486,0.1851851851851851,0.2290502793296089,0.1867469879518072,0.2320441988950276,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
