id,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,MonthlyIncome,ProdTaken,Motivation,EconomicPower,TripEasier,SalesPerformance,LivingCost,EconomicStability,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch,Monetary,ContractRate_FM,ContractRate_G1,ContractRate_G2,ContractRate_G3,ContractRate_G4,ContractRate_G5,ContractRate_G6,TypeofContact_No,TypeofContact_Self Enquiry,CityTier_2,CityTier_3,Occupation_Salaried,Occupation_Small Business,Gender_male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,PreferredPropertyStar_4,PreferredPropertyStar_5,Passport_1,PitchSatisfactionScore_2,PitchSatisfactionScore_3,PitchSatisfactionScore_4,PitchSatisfactionScore_5,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,Marry_Married,Marry_Single,Car_No Car,Child_1_child,Child_2_child,Child_3_child,AgeGroup_20s,AgeGroup_30s,AgeGroup_40s,AgeGroup_50s,AgeGroup_60s,TypeofContactNULL_1,Child01_1,IsFamily_1,FreaqencySeg_1,FreaqencySeg_2,MonetarySeg_2,MonetarySeg_3,MonetarySeg_4,AgeNull,DurationOfPitchNull,NumberOfTripsNull,MonthlyIncomeNull
10,-0.1062311847836871,-0.0702973760839799,-1.908668665252153,-0.6698018758481625,-0.124434442007772,-0.0457302905922956,0,-1.427745036500856,0.279828079943437,0.8572014897867468,1.3363839196801657,-0.1526304383687824,-0.3255556874251271,0.1591036294594577,-0.4362991619793322,8,1.10623591666638,0.1597034185227698,0.3019731032193649,-0.4907203523391719,-0.5530046778339537,-0.4499883257957962,-0.3633135894519508,-0.4559757400209013,-0.3675156661677065,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11,-0.1070833829806141,0.2186820296011545,-1.908668665252153,-0.6698018758481625,4.2509928007749584,0.8041354104635006,0,-1.427745036500856,1.3759335760434757,-0.0276434799960815,1.310430042989831,-0.0742360845053762,0.2068118690281018,2.9532017148247225,3.141132377929912,9,1.10623591666638,3.0179728645133785,-0.7306238553004928,-0.8206271734288395,-0.7792098837803787,-0.8331520720724913,-0.8591069789993786,-0.6461466008689062,-0.7111457784800725,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12,-0.1069730491389656,2.530517275082237,-1.908668665252153,-0.6698018758481625,-0.124434442007772,1.6091569659731229,0,-1.427745036500856,0.362459666250351,0.8572014897867468,1.19038153266431,-0.0104665028347823,0.2742872521768162,0.1591036294594577,-0.4362991619793322,9,-0.6095485302102598,0.2262833707784365,0.3019731032193649,-0.810506757398139,-0.8244794412263221,-0.8331520720724913,-0.8591069789993786,-0.6461466008689062,-0.7111457784800725,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,-0.1062311847836871,0.3631717324437216,-1.908668665252153,-0.6698018758481625,0.0943369201313644,1.1145543562853737,0,-1.427745036500856,-0.8319387010200242,-0.0276434799960815,1.7319671646360069,0.2751613689421563,0.2339360060346101,0.4756267514905234,1.0818765830816122,10,1.10623591666638,0.5294169722201459,-0.0246523070073936,-0.6548585071481992,-0.652787812592756,-0.6806653612257672,-0.6807950442387256,-0.5119994155238963,-0.4579446430920134,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
14,-0.1007495074447369,-0.0702973760839799,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-0.7292577953930968,1,-1.427745036500856,-0.9010377296635416,4.39658136891806,1.3363839196801657,0.6764600630462813,-1.2861567085503929,-1.4316419095812374,-1.3177395537270993,5,1.10623591666638,-1.4407564619984758,2.8892798373467423,-0.1699048679397085,-0.276682150809578,0.0468052274601154,0.3805891284164808,0.0744438405209716,0.4082697674460842,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.1070891639990938,1.3745996523416937,-1.908668665252153,-0.6698018758481625,0.7506510065487739,-1.3394937671646858,1,-1.427745036500856,0.1912426814346736,4.39658136891806,1.64991712144576,-0.3050376405744573,-1.3510981153252126,1.179542866237716,0.1291315361089621,11,1.10623591666638,1.0793165327087046,-0.0246523070073936,1.2362984939123352,0.9207154662960482,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16,-0.1070891639990895,1.2301099494991283,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-1.2744993888180125,1,-1.427745036500856,-0.2532576846949578,4.39658136891806,1.24471632555431,0.9314608609387944,-1.3436396682477354,-1.4316419095812374,-1.3177395537270993,5,1.10623591666638,-1.454702407242657,2.8892798373467423,2.493609735097692,1.9869599999227128,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-0.1007495074447369,2.9639863836099387,-1.908668665252153,-0.6698018758481625,-0.124434442007772,1.9047595641475703,1,-1.427745036500856,-0.0986164748159036,0.8572014897867468,1.1764446448097157,0.9508936172180428,0.2969145870198399,0.1591036294594577,-0.4362991619793322,10,-0.6095485302102598,0.2362984791757945,0.3019731032193649,-0.6444700163375016,-0.6470719210762939,-0.6806653612257672,-0.6807950442387256,-0.5119994155238963,-0.4579446430920134,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18,-0.1070891639990938,-1.0817252959819534,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,0.587750884377235,0,0.6189300250676087,-0.8491344623940804,-0.0276434799960815,1.4894169888716204,0.5160159093957948,-0.26694562586445,-1.4316419095812374,-1.3177395537270993,3,1.10623591666638,-1.4137396202401713,2.8892798373467423,-0.1121436404409307,2.302328101417925,2.1212634703304207,0.1960372483057332,2.364892029224513,0.084629218453828,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,-0.1070883816233205,-1.3707047016670886,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-0.9104123392955188,0,0.6189300250676087,-0.2294360455979252,-0.0276434799960815,2.1026402931305594,0.3444194612813924,0.0221278510673024,-1.4316419095812374,-1.3177395537270993,10,-0.6095485302102598,-1.4451641689039187,2.8892798373467423,-0.8206271734288395,-0.0617646297906197,0.1651261790904958,-0.8591069789993786,-0.3420012846978538,-0.7111457784800725,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,-0.1070891639984433,-0.937235593139386,-1.908668665252153,-0.6698018758481625,-0.5619771662860451,1.3153981799503485,0,-1.427745036500856,1.4072904369842472,0.8572014897867468,1.457285204875505,0.2705716842121857,1.1167377739971882,-0.727725794834046,-0.9276959667970982,1,1.10623591666638,-0.6858594939583668,-0.49053822271756,-0.4134788677231588,-0.3909420986930753,-0.5726438803048634,-0.5866949783206902,-0.5759303365183056,-0.5919379446659863,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,-0.107089163963574,0.2186820296011545,-1.908668665252153,-0.6698018758481625,-0.5619771662860451,-1.2071343948477704,0,-1.427745036500856,-0.924296139094941,1.7420464595695753,1.7472400573197748,0.6072032465475432,-0.2622966846637608,-0.727725794834046,-0.9276959667970982,12,1.10623591666638,-0.7671267695311974,-0.49053822271756,0.5035501517916185,0.1847584090252447,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,-0.1070891639988545,-0.937235593139386,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-1.220172780777501,1,-1.427745036500856,0.2007399270752941,1.7420464595695753,1.457285204875505,0.0018131717787926,-0.2640761091042786,-1.4316419095812374,-1.3177395537270993,13,1.10623591666638,-1.453216212117159,2.8892798373467423,1.2362984939123352,0.9207154662960482,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0202462418037712,0.0741923267585864,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,0.9995136481074308,0,-1.427745036500856,-0.1333021953467001,-0.0276434799960815,1.3228475115728513,0.2653254867180513,1.6445106441603656,-1.4316419095812374,-1.3177395537270993,14,-0.6095485302102598,-1.4066719571639223,2.8892798373467423,-0.6444700163375016,-0.6470719210762939,-0.6806653612257672,-0.6807950442387256,-0.5119994155238963,-0.4579446430920134,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24,-0.1070891639984433,0.2186820296011545,-1.908668665252153,-0.6698018758481625,-0.5619771662860451,-1.3841403614089014,0,-1.427745036500856,-0.2609324777348213,1.7420464595695753,1.7472400573197748,0.5791012235854084,-0.2870444673662338,-0.727725794834046,-0.9276959667970982,12,1.10623591666638,-0.7749127613753294,-0.49053822271756,1.1432995177114955,0.7666447239551842,0.550507363926578,0.9237252360505184,0.5684934614712347,0.934661601542313,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,-0.1070891250468977,0.0236409620437164,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-0.6852038550547728,0,-1.427745036500856,-0.2158271509972703,-0.0276434799960815,1.7699294230570213,0.3741743702112677,0.3468417777313344,-1.4316419095812374,-1.3177395537270993,15,-0.6095485302102598,-1.439715136631241,2.8892798373467423,-0.8206271734288395,-0.7792098837803787,-0.8331520720724913,-0.8591069789993786,-0.8813056997321952,-0.8956208914056587,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,-0.1070891587274873,0.05786996934643,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-1.2976128911479925,0,-1.427745036500856,0.1946142437682767,0.8572014897867468,1.7657564705690068,-0.2992370189034312,0.260960314245285,-1.4316419095812374,-1.3177395537270993,16,-0.6095485302102598,-1.4553419179448606,2.8892798373467423,-0.8728544940039389,-0.7757279199552959,-0.6836581482478691,-0.7809591229549845,-0.7209933231692969,-0.8167806470655373,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27,-0.1067735310847933,-0.0702973760839799,-1.908668665252153,-0.6698018758481625,-0.5619771662860451,0.1786879884405698,0,-1.427745036500856,1.3333340587737736,0.8572014897867468,1.3363839196801657,-0.1306134364225532,0.9992012308686392,-0.727725794834046,-0.9276959667970982,1,1.10623591666638,-0.7171490857109613,-0.49053822271756,-0.2612619114326743,-0.3629876120061681,-0.4499883257957962,-0.3633135894519508,-0.4559757400209013,-0.3675156661677065,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28,-0.1047569346886581,0.3631717324437216,-1.908668665252153,-0.6698018758481625,-0.124434442007772,1.330609630201692,0,-1.427745036500856,1.4081818901039531,-0.0276434799960815,1.298975373477005,-0.5591547346188024,1.6786266856114846,0.1591036294594577,-0.4362991619793322,17,-0.6095485302102598,0.2164056392053066,0.3019731032193649,-0.6444700163375016,-0.6470719210762939,-0.6806653612257672,-0.6807950442387256,-0.5119994155238963,-0.4579446430920134,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
29,-0.1070891639990936,-0.6482561874542506,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-1.2707459140806785,1,-1.427745036500856,-0.2529993385625859,4.39658136891806,1.875411730664848,0.9320822025284948,-0.2710421476195219,-1.4316419095812374,-1.3177395537270993,12,1.10623591666638,-1.454598964865144,2.8892798373467423,2.493609735097692,1.9869599999227128,1.641030104773047,2.128990257045916,1.6466155139073937,2.115310521793718,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-0.107089163736636,0.0741923267585864,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,-0.5095807476073999,0,0.6189300250676087,-0.8912753910185099,-0.0276434799960815,1.3228475115728513,0.3962362072740688,0.369045834525527,-1.4316419095812374,-1.3177395537270993,15,-0.6095485302102598,-1.4356749406947291,2.8892798373467423,-0.8728544940039389,-0.4915996718285371,-0.4446818023891566,-0.7809591229549845,-0.4141851064024501,-0.8167806470655373,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,-0.1047569346886581,2.530517275082237,-1.908668665252153,-0.6698018758481625,-0.5619771662860451,1.9047595641475703,0,0.6189300250676087,-1.9926395664076808,-0.0276434799960815,1.9839692211071835,3.065838484024855,1.733558597417476,-0.727725794834046,-0.9276959667970982,18,-0.6095485302102598,-0.6719033606487538,-0.49053822271756,-0.6548585071481992,0.1531528912283386,0.2041779217468287,-0.6807950442387256,0.5268780506352516,-0.4579446430920134,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,-0.1070833829806141,-0.937235593139386,-1.908668665252153,-0.6698018758481625,0.0943369201313644,0.0573914890337263,0,0.6189300250676087,-1.67612265515762,0.8572014897867468,1.943046939834007,2.835885254831845,0.9850662339083068,0.4756267514905234,-0.2609120508210393,19,1.10623591666638,0.4805201213304981,-0.0246523070073936,-0.3937296244974733,0.9590935950494338,0.6181263939039524,-0.5038381758265701,0.503902875902886,-0.4951801041784924,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33,-0.1070891639984433,0.0741923267585864,-1.908668665252153,-0.6698018758481625,-0.5619771662860451,0.7194517523542664,0,0.6189300250676087,-0.8446794478441214,-0.0276434799960815,1.3228475115728513,0.5286786658456522,1.058202532972919,-0.727725794834046,-0.9276959667970982,20,1.10623591666638,-0.7014422544006745,-0.49053822271756,-0.8269388307383084,0.3680704122472977,0.2680807733662816,-0.5866949783206902,0.2595305628404499,-0.5919379446659863,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
34,-0.1070891639990058,-0.7927458902968187,-1.908668665252153,-0.6698018758481625,0.0943369201313644,-1.124360399324207,0,0.6189300250676087,0.2081318886358281,4.39658136891806,1.4300652159392766,0.015166586779219,-0.2511535161817187,0.4756267514905234,-0.2609120508210393,13,1.10623591666638,0.4108647588450753,-0.0246523070073936,1.2362984939123352,2.839621903965321,3.2795026559330083,2.128990257045916,3.107599718532011,2.115310521793718,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35,-0.1070891639990895,-0.0702973760839799,-1.908668665252153,-0.6698018758481625,-0.5619771662860451,-1.316577816136677,1,0.6189300250676087,-0.2561735262895227,4.39658136891806,1.7818452262402205,0.5900018243715965,-0.2774449556176858,-0.727725794834046,-0.9276959667970982,12,1.10623591666638,-0.7718926233257748,-0.49053822271756,2.493609735097692,3.197817772330252,3.2795026559330083,2.128990257045916,3.107599718532011,2.115310521793718,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,-0.1062311847836871,1.663579058026831,-1.908668665252153,0.3709190080682211,-0.7807485284251816,1.707932616955902,0,-1.2230775303440091,0.3666768564772684,0.8572014897867468,1.087979174783792,-0.0032110163271509,0.2819643721955992,-1.4316419095812374,-1.3177395537270993,9,-0.6095485302102598,-1.3956335588551774,2.8892798373467423,-0.6548585071481992,-0.652787812592756,-0.6806653612257672,-0.6807950442387256,-0.5119994155238963,-0.4579446430920134,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-0.1067735310847933,-0.2147870789265477,-1.908668665252153,0.3709190080682211,0.0943369201313644,0.1926482804461239,0,-1.2230775303440091,-2.019802098247154,0.8572014897867468,0.6005487379113613,3.30326823110387,1.0008053656438431,0.4756267514905234,1.0818765830816122,19,-0.6095485302102598,0.4873536183516537,-0.0246523070073936,-0.4907203523391719,-0.5530046778339537,-0.4499883257957962,-0.3633135894519508,-0.4559757400209013,-0.3675156661677065,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
38,-0.1070464477292382,-0.359276781769115,-1.908668665252153,0.3709190080682211,-0.5619771662860451,0.6111277884431715,0,-1.2230775303440091,0.315698562485709,0.8572014897867468,0.6078436936826666,-0.0909168831095105,1.0468717722427,-0.727725794834046,-0.9276959667970982,1,1.10623591666638,-0.7044586343966979,-0.49053822271756,-0.6815043115003139,-0.5581938332710313,-0.5712530938685978,-0.5038381758265701,-0.5577974631869316,-0.4951801041784924,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,-0.1067735310847933,-0.937235593139386,-1.908668665252153,1.4116398919846047,-0.124434442007772,1.6018475678003967,0,-1.018410024187163,0.3621449670955411,-0.0276434799960815,2.428808674792508,-0.5403918135509641,-0.1864069101746828,0.1591036294594577,-0.4362991619793322,8,1.10623591666638,0.2260298036422048,0.3019731032193649,-0.4907203523391719,-0.5530046778339537,-0.4499883257957962,-0.3633135894519508,-0.4559757400209013,-0.3675156661677065,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
40,-0.1070891620597782,-0.0702973760839799,-1.908668665252153,-0.6698018758481625,-0.7807485284251816,0.3007746930552762,1,-1.427745036500856,-0.1640916042013708,-0.0276434799960815,0.8909226131201102,0.4872905731448437,1.013076394043096,-1.4316419095812374,-1.3177395537270993,20,1.10623591666638,-1.4190001063214372,2.8892798373467423,-0.4134788677231588,-0.3909420986930753,-0.5726438803048634,-0.5866949783206902,-0.5759303365183056,-0.5919379446659863,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
